order_item_id,order_id,product_id,quantity,unit_price,discount_percentage,item_revenue,item_cost,profit
OI10006978,ORD1002754,PROD10454,2,480.0,10.0,864.0,600.22,263.78
OI10006979,ORD1002755,PROD10231,2,5470.0,0.0,10940.0,6466.04,4473.96
OI10006980,ORD1002755,PROD10138,1,1200.0,1.5,1182.0,670.03,511.97
OI10006981,ORD1002755,PROD10118,2,910.0,0.0,1820.0,1202.46,617.54
OI10006982,ORD1002756,PROD10078,1,790.0,25.0,592.5,427.92,164.58
OI10006983,ORD1002756,PROD10324,3,100.0,25.0,225.0,242.52,-17.52
OI10006984,ORD1002756,PROD10349,1,16110.0,28.0,11599.2,13140.19,-1540.99
OI10006985,ORD1002757,PROD10246,5,66050.0,1.5,325296.25,283339.15,41957.1
OI10006986,ORD1002757,PROD10320,1,510.0,0.0,510.0,359.08,150.92
OI10006987,ORD1002758,PROD10092,3,920.0,0.0,2760.0,2287.14,472.86
OI10006988,ORD1002758,PROD10101,3,780.0,1.5,2304.9,1678.98,625.92
OI10006989,ORD1002758,PROD10367,3,1140.0,0.0,3420.0,1992.99,1427.01
OI10006990,ORD1002758,PROD10268,2,1170.0,0.0,2340.0,1694.06,645.94
OI10006991,ORD1002759,PROD10417,1,2640.0,15.0,2244.0,2282.55,-38.55
OI10006992,ORD1002760,PROD10472,3,2920.0,1.5,8628.6,6306.81,2321.79
OI10006993,ORD1002760,PROD10051,3,4690.0,1.5,13858.95,7869.24,5989.71
OI10006994,ORD1002761,PROD10255,1,570.0,0.0,570.0,375.87,194.13
OI10006995,ORD1002761,PROD10246,5,66050.0,1.5,325296.25,283339.15,41957.1
OI10006996,ORD1002762,PROD10483,2,9280.0,0.0,18560.0,12188.42,6371.58
OI10006997,ORD1002762,PROD10118,1,910.0,0.0,910.0,601.23,308.77
OI10006998,ORD1002762,PROD10408,2,940.0,3.0,1823.6,1658.74,164.86
OI10006999,ORD1002763,PROD10417,3,2640.0,0.0,7920.0,6847.65,1072.35
OI10007000,ORD1002764,PROD10236,5,7460.0,15.0,31705.0,30763.4,941.6
OI10007001,ORD1002765,PROD10088,2,590.0,3.0,1144.6,1009.88,134.72
OI10007002,ORD1002765,PROD10100,2,14930.0,0.0,29860.0,23588.1,6271.9
OI10007003,ORD1002765,PROD10268,1,1170.0,0.0,1170.0,847.03,322.97
OI10007004,ORD1002765,PROD10111,2,190.0,1.5,374.3,297.16,77.14
OI10007005,ORD1002765,PROD10112,2,1240.0,3.0,2405.6,1977.42,428.18
OI10007006,ORD1002766,PROD10255,1,570.0,33.0,381.9,375.87,6.03
OI10007007,ORD1002766,PROD10384,1,530.0,31.5,363.05,432.76,-69.71
OI10007008,ORD1002766,PROD10371,1,920.0,31.5,630.2,568.26,61.94
OI10007009,ORD1002767,PROD10347,2,150.0,15.0,255.0,257.96,-2.96
OI10007010,ORD1002767,PROD10403,3,2030.0,16.5,5085.15,3578.4,1506.75
OI10007011,ORD1002768,PROD10367,2,1140.0,15.0,1938.0,1328.66,609.34
OI10007012,ORD1002768,PROD10511,2,230.0,16.5,384.1,299.76,84.34
OI10007013,ORD1002768,PROD10417,3,2640.0,15.0,6732.0,6847.65,-115.65
OI10007014,ORD1002768,PROD10267,2,1000.0,15.0,1700.0,1427.52,272.48
OI10007015,ORD1002769,PROD10417,4,2640.0,20.0,8448.0,9130.2,-682.2
OI10007016,ORD1002769,PROD10203,1,12420.0,23.0,9563.4,10704.19,-1140.79
OI10007017,ORD1002769,PROD10215,1,4460.0,23.0,3434.2,2799.51,634.69
OI10007018,ORD1002769,PROD10309,1,370.0,20.0,296.0,292.52,3.48
OI10007019,ORD1002770,PROD10524,2,710.0,23.0,1093.4,877.44,215.96
OI10007020,ORD1002770,PROD10101,2,780.0,21.5,1224.6,1119.32,105.28
OI10007021,ORD1002770,PROD10293,4,2250.0,21.5,7065.0,6583.72,481.28
OI10007022,ORD1002771,PROD10072,5,15460.0,20.0,61840.0,70509.35,-8669.35
OI10007023,ORD1002771,PROD10362,2,13860.0,23.0,21344.4,20293.42,1050.98
OI10007024,ORD1002771,PROD10187,2,130.0,21.5,204.1,174.42,29.68
OI10007025,ORD1002771,PROD10203,2,12420.0,21.5,19499.4,21408.38,-1908.98
OI10007026,ORD1002771,PROD10099,1,290.0,23.0,223.3,227.68,-4.38
OI10007027,ORD1002772,PROD10403,4,2030.0,23.0,6252.4,4771.2,1481.2
OI10007028,ORD1002772,PROD10341,1,1210.0,20.0,968.0,719.53,248.47
OI10007029,ORD1002772,PROD10507,3,940.0,20.0,2256.0,2442.75,-186.75
OI10007030,ORD1002773,PROD10488,5,1990.0,3.0,9651.5,5964.3,3687.2
OI10007031,ORD1002774,PROD10457,2,160.0,3.0,310.4,206.72,103.68
OI10007032,ORD1002774,PROD10112,4,1240.0,1.5,4885.6,3954.84,930.76
OI10007033,ORD1002774,PROD10379,2,50.0,0.0,100.0,68.24,31.76
OI10007034,ORD1002774,PROD10246,3,66050.0,0.0,198150.0,170003.49,28146.51
OI10007035,ORD1002774,PROD10203,2,12420.0,0.0,24840.0,21408.38,3431.62
OI10007036,ORD1002775,PROD10526,2,13080.0,0.0,26160.0,19641.94,6518.06
OI10007037,ORD1002775,PROD10403,2,2030.0,3.0,3938.2,2385.6,1552.6
OI10007038,ORD1002775,PROD10152,1,4110.0,3.0,3986.7,3753.76,232.94
OI10007039,ORD1002776,PROD10477,1,450.0,15.0,382.5,289.75,92.75
OI10007040,ORD1002776,PROD10297,2,170.0,15.0,289.0,231.88,57.12
OI10007041,ORD1002776,PROD10510,4,1150.0,18.0,3772.0,3008.72,763.28
OI10007042,ORD1002776,PROD10135,1,960.0,15.0,816.0,702.21,113.79
OI10007043,ORD1002777,PROD10341,3,1210.0,23.0,2795.1,2158.59,636.51
OI10007044,ORD1002777,PROD10404,4,4380.0,23.0,13490.4,10283.84,3206.56
OI10007045,ORD1002777,PROD10124,4,280.0,20.0,896.0,841.68,54.32
OI10007046,ORD1002778,PROD10236,3,7460.0,5.0,21261.0,18458.04,2802.96
OI10007047,ORD1002779,PROD10417,1,2640.0,8.0,2428.8,2282.55,146.25
OI10007048,ORD1002779,PROD10346,1,450.0,5.0,427.5,318.8,108.7
OI10007049,ORD1002779,PROD10403,1,2030.0,5.0,1928.5,1192.8,735.7
OI10007050,ORD1002780,PROD10192,5,590.0,0.0,2950.0,2204.55,745.45
OI10007051,ORD1002780,PROD10485,2,2890.0,0.0,5780.0,3993.64,1786.36
OI10007052,ORD1002780,PROD10134,4,390.0,0.0,1560.0,986.36,573.64
OI10007053,ORD1002781,PROD10496,2,250.0,0.0,500.0,327.3,172.7
OI10007054,ORD1002781,PROD10403,1,2030.0,3.0,1969.1,1192.8,776.3
OI10007055,ORD1002781,PROD10376,2,5630.0,0.0,11260.0,9658.78,1601.22
OI10007056,ORD1002782,PROD10499,2,310.0,0.0,620.0,435.42,184.58
OI10007057,ORD1002782,PROD10236,1,7460.0,0.0,7460.0,6152.68,1307.32
OI10007058,ORD1002783,PROD10101,2,780.0,16.5,1302.6,1119.32,183.28
OI10007059,ORD1002783,PROD10390,1,470.0,16.5,392.45,392.08,0.37
OI10007060,ORD1002783,PROD10509,2,1070.0,15.0,1819.0,1635.66,183.34
OI10007061,ORD1002784,PROD10458,1,4870.0,20.0,3896.0,2672.49,1223.51
OI10007062,ORD1002785,PROD10112,3,1240.0,0.0,3720.0,2966.13,753.87
OI10007063,ORD1002785,PROD10098,2,150.0,0.0,300.0,200.8,99.2
OI10007064,ORD1002785,PROD10111,1,190.0,0.0,190.0,148.58,41.42
OI10007065,ORD1002785,PROD10379,4,50.0,1.5,197.0,136.48,60.52
OI10007066,ORD1002786,PROD10211,1,480.0,6.5,448.8,362.83,85.97
OI10007067,ORD1002786,PROD10227,3,4690.0,5.0,13366.5,9095.1,4271.4
OI10007068,ORD1002786,PROD10366,5,330.0,5.0,1567.5,1008.65,558.85
OI10007069,ORD1002786,PROD10317,2,410.0,5.0,779.0,479.96,299.04
OI10007070,ORD1002786,PROD10417,3,2640.0,5.0,7524.0,6847.65,676.35
OI10007071,ORD1002787,PROD10246,2,66050.0,16.5,110303.5,113335.66,-3032.16
OI10007072,ORD1002787,PROD10099,1,290.0,15.0,246.5,227.68,18.82
OI10007073,ORD1002788,PROD10367,1,1140.0,6.5,1065.9,664.33,401.57
OI10007074,ORD1002788,PROD10225,1,220.0,5.0,209.0,140.98,68.02
OI10007075,ORD1002788,PROD10403,2,2030.0,6.5,3796.1,2385.6,1410.5
OI10007076,ORD1002789,PROD10317,2,410.0,31.5,561.7,479.96,81.74
OI10007077,ORD1002789,PROD10341,2,1210.0,33.0,1621.4,1439.06,182.34
OI10007078,ORD1002789,PROD10023,2,890.0,33.0,1192.6,1182.3,10.3
OI10007079,ORD1002790,PROD10421,3,44430.0,20.0,106632.0,120188.52,-13556.52
OI10007080,ORD1002790,PROD10312,3,350.0,20.0,840.0,809.34,30.66
OI10007081,ORD1002790,PROD10359,3,1030.0,23.0,2379.3,2405.49,-26.19
OI10007082,ORD1002791,PROD10488,2,1990.0,30.0,2786.0,2385.72,400.28
OI10007083,ORD1002791,PROD10331,2,830.0,33.0,1112.2,1197.78,-85.58
OI10007084,ORD1002791,PROD10349,2,16110.0,33.0,21587.4,26280.38,-4692.98
OI10007085,ORD1002792,PROD10488,2,1990.0,23.0,3064.6,2385.72,678.88
OI10007086,ORD1002793,PROD10167,2,1650.0,15.0,2805.0,2381.66,423.34
OI10007087,ORD1002793,PROD10172,4,490.0,15.0,1666.0,1532.24,133.76
OI10007088,ORD1002793,PROD10092,2,920.0,15.0,1564.0,1524.76,39.24
OI10007089,ORD1002793,PROD10347,2,150.0,15.0,255.0,257.96,-2.96
OI10007090,ORD1002793,PROD10454,2,480.0,15.0,816.0,600.22,215.78
OI10007091,ORD1002794,PROD10485,2,2890.0,10.0,5202.0,3993.64,1208.36
OI10007092,ORD1002794,PROD10435,5,47490.0,13.0,206581.5,192114.25,14467.25
OI10007093,ORD1002795,PROD10424,2,160.0,25.0,240.0,263.08,-23.08
OI10007094,ORD1002795,PROD10439,2,2730.0,25.0,4095.0,3311.9,783.1
OI10007095,ORD1002795,PROD10538,2,260.0,25.0,390.0,430.36,-40.36
OI10007096,ORD1002796,PROD10117,3,1090.0,13.0,2844.9,2450.22,394.68
OI10007097,ORD1002796,PROD10080,2,610.0,10.0,1098.0,660.06,437.94
OI10007098,ORD1002796,PROD10251,2,2800.0,10.0,5040.0,3512.58,1527.42
OI10007099,ORD1002797,PROD10380,1,38970.0,0.0,38970.0,31768.49,7201.51
OI10007100,ORD1002797,PROD10392,3,8430.0,3.0,24531.3,17520.06,7011.24
OI10007101,ORD1002798,PROD10078,1,790.0,30.0,553.0,427.92,125.08
OI10007102,ORD1002798,PROD10112,4,1240.0,30.0,3472.0,3954.84,-482.84
OI10007103,ORD1002798,PROD10115,1,1410.0,31.5,965.85,896.0,69.85
OI10007104,ORD1002798,PROD10403,3,2030.0,31.5,4171.65,3578.4,593.25
OI10007105,ORD1002798,PROD10383,1,520.0,30.0,364.0,372.08,-8.08
OI10007106,ORD1002799,PROD10004,1,370.0,20.0,296.0,250.98,45.02
OI10007107,ORD1002799,PROD10035,2,1570.0,23.0,2417.8,2277.64,140.16
OI10007108,ORD1002800,PROD10162,2,3620.0,10.0,6516.0,5818.12,697.88
OI10007109,ORD1002800,PROD10255,7,570.0,10.0,3591.0,2631.09,959.91
OI10007110,ORD1002800,PROD10211,3,480.0,13.0,1252.8,1088.49,164.31
OI10007111,ORD1002800,PROD10031,2,3150.0,10.0,5670.0,3888.98,1781.02
OI10007112,ORD1002801,PROD10133,1,12300.0,10.0,11070.0,9238.44,1831.56
OI10007113,ORD1002801,PROD10481,3,5060.0,13.0,13206.6,9478.77,3727.83
OI10007114,ORD1002801,PROD10367,2,1140.0,11.5,2017.8,1328.66,689.14
OI10007115,ORD1002801,PROD10527,2,16480.0,11.5,29169.6,26621.66,2547.94
OI10007116,ORD1002801,PROD10030,2,3330.0,10.0,5994.0,5469.04,524.96
OI10007117,ORD1002802,PROD10033,2,4740.0,1.5,9337.8,5550.72,3787.08
OI10007118,ORD1002802,PROD10488,3,1990.0,1.5,5880.45,3578.58,2301.87
OI10007119,ORD1002803,PROD10469,2,250.0,30.0,350.0,389.0,-39.0
OI10007120,ORD1002803,PROD10246,2,66050.0,33.0,88507.0,113335.66,-24828.66
OI10007121,ORD1002804,PROD10078,3,790.0,15.0,2014.5,1283.76,730.74
OI10007122,ORD1002804,PROD10454,3,480.0,15.0,1224.0,900.33,323.67
OI10007123,ORD1002804,PROD10134,1,390.0,15.0,331.5,246.59,84.91
OI10007124,ORD1002805,PROD10249,3,19840.0,26.5,43747.2,49471.92,-5724.72
OI10007125,ORD1002805,PROD10250,2,800.0,26.5,1176.0,962.3,213.7
OI10007126,ORD1002806,PROD10341,2,1210.0,15.0,2057.0,1439.06,617.94
OI10007127,ORD1002807,PROD10203,2,12420.0,1.5,24467.4,21408.38,3059.02
OI10007128,ORD1002807,PROD10403,3,2030.0,3.0,5907.3,3578.4,2328.9
OI10007129,ORD1002807,PROD10118,2,910.0,3.0,1765.4,1202.46,562.94
OI10007130,ORD1002808,PROD10192,2,590.0,6.5,1103.3,881.82,221.48
OI10007131,ORD1002808,PROD10108,2,27560.0,8.0,50710.4,43574.32,7136.08
OI10007132,ORD1002808,PROD10246,2,66050.0,5.0,125495.0,113335.66,12159.34
OI10007133,ORD1002808,PROD10033,2,4740.0,5.0,9006.0,5550.72,3455.28
OI10007134,ORD1002809,PROD10155,2,1160.0,30.0,1624.0,1765.72,-141.72
OI10007135,ORD1002809,PROD10322,2,140.0,30.0,196.0,200.8,-4.8
OI10007136,ORD1002809,PROD10310,1,430.0,30.0,301.0,264.81,36.19
OI10007137,ORD1002810,PROD10279,6,1070.0,30.0,4494.0,4289.04,204.96
OI10007138,ORD1002810,PROD10202,2,2300.0,30.0,3220.0,2734.0,486.0
OI10007139,ORD1002811,PROD10440,2,340.0,10.0,612.0,524.52,87.48
OI10007140,ORD1002811,PROD10527,2,16480.0,13.0,28675.2,26621.66,2053.54
OI10007141,ORD1002812,PROD10518,1,1980.0,20.0,1584.0,1633.02,-49.02
OI10007142,ORD1002812,PROD10236,3,7460.0,20.0,17904.0,18458.04,-554.04
OI10007143,ORD1002813,PROD10510,4,1150.0,33.0,3082.0,3008.72,73.28
OI10007144,ORD1002813,PROD10507,1,940.0,31.5,643.9,814.25,-170.35
OI10007145,ORD1002813,PROD10366,2,330.0,30.0,462.0,403.46,58.54
OI10007146,ORD1002813,PROD10210,2,610.0,30.0,854.0,860.76,-6.76
OI10007147,ORD1002814,PROD10135,1,960.0,3.0,931.2,702.21,228.99
OI10007148,ORD1002814,PROD10123,1,1790.0,0.0,1790.0,1465.26,324.74
OI10007149,ORD1002814,PROD10242,2,1230.0,0.0,2460.0,1592.08,867.92
OI10007150,ORD1002815,PROD10007,3,450.0,3.0,1309.5,806.49,503.01
OI10007151,ORD1002815,PROD10348,2,3310.0,1.5,6520.7,4293.88,2226.82
OI10007152,ORD1002815,PROD10481,3,5060.0,3.0,14724.6,9478.77,5245.83
OI10007153,ORD1002816,PROD10231,2,5470.0,10.0,9846.0,6466.04,3379.96
OI10007154,ORD1002817,PROD10417,2,2640.0,3.0,5121.6,4565.1,556.5
OI10007155,ORD1002817,PROD10531,2,3130.0,0.0,6260.0,5535.38,724.62
OI10007156,ORD1002818,PROD10112,3,1240.0,0.0,3720.0,2966.13,753.87
OI10007157,ORD1002818,PROD10431,2,3020.0,1.5,5949.4,4154.72,1794.68
OI10007158,ORD1002818,PROD10332,1,37330.0,0.0,37330.0,29182.68,8147.32
OI10007159,ORD1002818,PROD10419,5,910.0,0.0,4550.0,3252.05,1297.95
OI10007160,ORD1002819,PROD10017,2,200.0,5.0,380.0,325.5,54.5
OI10007161,ORD1002819,PROD10111,3,190.0,5.0,541.5,445.74,95.76
OI10007162,ORD1002820,PROD10203,2,12420.0,13.0,21610.8,21408.38,202.42
OI10007163,ORD1002820,PROD10035,2,1570.0,10.0,2826.0,2277.64,548.36
OI10007164,ORD1002820,PROD10269,1,180.0,11.5,159.3,120.46,38.84
OI10007165,ORD1002820,PROD10341,1,1210.0,13.0,1052.7,719.53,333.17
OI10007166,ORD1002821,PROD10403,1,2030.0,15.0,1725.5,1192.8,532.7
OI10007167,ORD1002821,PROD10498,1,2710.0,16.5,2262.85,1651.44,611.41
OI10007168,ORD1002821,PROD10231,2,5470.0,15.0,9299.0,6466.04,2832.96
OI10007169,ORD1002821,PROD10434,2,170.0,15.0,289.0,245.54,43.46
OI10007170,ORD1002822,PROD10156,2,90.0,1.5,177.3,152.16,25.14
OI10007171,ORD1002822,PROD10251,1,2800.0,0.0,2800.0,1756.29,1043.71
OI10007172,ORD1002822,PROD10225,3,220.0,0.0,660.0,422.94,237.06
OI10007173,ORD1002822,PROD10403,3,2030.0,1.5,5998.65,3578.4,2420.25
OI10007174,ORD1002823,PROD10503,2,1150.0,25.0,1725.0,1415.8,309.2
OI10007175,ORD1002823,PROD10509,2,1070.0,25.0,1605.0,1635.66,-30.66
OI10007176,ORD1002823,PROD10505,4,1380.0,26.5,4057.2,3262.52,794.68
OI10007177,ORD1002824,PROD10288,2,140.0,31.5,191.8,227.88,-36.08
OI10007178,ORD1002824,PROD10488,2,1990.0,33.0,2666.6,2385.72,280.88
OI10007179,ORD1002825,PROD10374,1,930.0,16.5,776.55,660.21,116.34
OI10007180,ORD1002826,PROD10454,1,480.0,0.0,480.0,300.11,179.89
OI10007181,ORD1002826,PROD10112,4,1240.0,0.0,4960.0,3954.84,1005.16
OI10007182,ORD1002827,PROD10403,4,2030.0,28.0,5846.4,4771.2,1075.2
OI10007183,ORD1002827,PROD10498,2,2710.0,25.0,4065.0,3302.88,762.12
OI10007184,ORD1002828,PROD10231,4,5470.0,1.5,21551.8,12932.08,8619.72
OI10007185,ORD1002828,PROD10078,1,790.0,0.0,790.0,427.92,362.08
OI10007186,ORD1002828,PROD10362,2,13860.0,0.0,27720.0,20293.42,7426.58
OI10007187,ORD1002828,PROD10341,3,1210.0,3.0,3521.1,2158.59,1362.51
OI10007188,ORD1002829,PROD10118,2,910.0,0.0,1820.0,1202.46,617.54
OI10007189,ORD1002830,PROD10111,2,190.0,26.5,279.3,297.16,-17.86
OI10007190,ORD1002830,PROD10408,5,940.0,28.0,3384.0,4146.85,-762.85
OI10007191,ORD1002831,PROD10411,1,23190.0,0.0,23190.0,17892.02,5297.98
OI10007192,ORD1002832,PROD10070,3,1810.0,33.0,3638.1,3335.25,302.85
OI10007193,ORD1002832,PROD10341,3,1210.0,30.0,2541.0,2158.59,382.41
OI10007194,ORD1002833,PROD10414,3,1250.0,1.5,3693.75,2792.19,901.56
OI10007195,ORD1002834,PROD10252,3,14080.0,1.5,41606.4,36656.88,4949.52
OI10007196,ORD1002834,PROD10249,4,19840.0,0.0,79360.0,65962.56,13397.44
OI10007197,ORD1002834,PROD10433,2,1420.0,0.0,2840.0,2190.02,649.98
OI10007198,ORD1002835,PROD10362,1,13860.0,15.0,11781.0,10146.71,1634.29
OI10007199,ORD1002835,PROD10469,1,250.0,18.0,205.0,194.5,10.5
OI10007200,ORD1002836,PROD10429,2,540.0,3.0,1047.6,726.38,321.22
OI10007201,ORD1002836,PROD10370,4,490.0,1.5,1930.6,1204.36,726.24
OI10007202,ORD1002837,PROD10007,3,450.0,28.0,972.0,806.49,165.51
OI10007203,ORD1002837,PROD10380,5,38970.0,25.0,146137.5,158842.45,-12704.95
OI10007204,ORD1002838,PROD10417,3,2640.0,10.0,7128.0,6847.65,280.35
OI10007205,ORD1002839,PROD10211,3,480.0,31.5,986.4,1088.49,-102.09
OI10007206,ORD1002839,PROD10203,1,12420.0,30.0,8694.0,10704.19,-2010.19
OI10007207,ORD1002839,PROD10203,3,12420.0,30.0,26082.0,32112.57,-6030.57
OI10007208,ORD1002839,PROD10031,3,3150.0,30.0,6615.0,5833.47,781.53
OI10007209,ORD1002840,PROD10425,4,1080.0,10.0,3888.0,2546.28,1341.72
OI10007210,ORD1002840,PROD10006,1,4790.0,10.0,4311.0,3446.2,864.8
OI10007211,ORD1002840,PROD10272,2,1090.0,13.0,1896.6,1426.52,470.08
OI10007212,ORD1002840,PROD10301,3,32070.0,10.0,86589.0,83411.04,3177.96
OI10007213,ORD1002841,PROD10417,2,2640.0,21.5,4144.8,4565.1,-420.3
OI10007214,ORD1002841,PROD10341,2,1210.0,20.0,1936.0,1439.06,496.94
OI10007215,ORD1002841,PROD10164,5,210.0,21.5,824.25,710.15,114.1
OI10007216,ORD1002841,PROD10403,3,2030.0,21.5,4780.65,3578.4,1202.25
OI10007217,ORD1002841,PROD10005,1,250.0,21.5,196.25,152.61,43.64
OI10007218,ORD1002842,PROD10349,1,16110.0,0.0,16110.0,13140.19,2969.81
OI10007219,ORD1002842,PROD10363,2,5470.0,0.0,10940.0,7071.38,3868.62
OI10007220,ORD1002842,PROD10392,1,8430.0,3.0,8177.1,5840.02,2337.08
OI10007221,ORD1002843,PROD10327,4,930.0,0.0,3720.0,2459.28,1260.72
OI10007222,ORD1002844,PROD10510,5,1150.0,6.5,5376.25,3760.9,1615.35
OI10007223,ORD1002844,PROD10269,3,180.0,6.5,504.9,361.38,143.52
OI10007224,ORD1002845,PROD10031,2,3150.0,6.5,5890.5,3888.98,2001.52
OI10007225,ORD1002845,PROD10366,2,330.0,5.0,627.0,403.46,223.54
OI10007226,ORD1002845,PROD10503,1,1150.0,8.0,1058.0,707.9,350.1
OI10007227,ORD1002846,PROD10019,2,2910.0,1.5,5732.7,4231.12,1501.58
OI10007228,ORD1002846,PROD10026,1,670.0,0.0,670.0,397.33,272.67
OI10007229,ORD1002847,PROD10172,2,490.0,3.0,950.6,766.12,184.48
OI10007230,ORD1002847,PROD10251,2,2800.0,0.0,5600.0,3512.58,2087.42
OI10007231,ORD1002848,PROD10418,3,1780.0,0.0,5340.0,3391.98,1948.02
OI10007232,ORD1002848,PROD10383,1,520.0,0.0,520.0,372.08,147.92
OI10007233,ORD1002848,PROD10259,4,7310.0,0.0,29240.0,22644.12,6595.88
OI10007234,ORD1002849,PROD10291,3,330.0,18.0,811.8,779.37,32.43
OI10007235,ORD1002849,PROD10031,3,3150.0,15.0,8032.5,5833.47,2199.03
OI10007236,ORD1002849,PROD10236,4,7460.0,15.0,25364.0,24610.72,753.28
OI10007237,ORD1002849,PROD10403,3,2030.0,18.0,4993.8,3578.4,1415.4
OI10007238,ORD1002850,PROD10031,2,3150.0,0.0,6300.0,3888.98,2411.02
OI10007239,ORD1002850,PROD10081,5,460.0,0.0,2300.0,1548.45,751.55
OI10007240,ORD1002851,PROD10499,3,310.0,1.5,916.05,653.13,262.92
OI10007241,ORD1002852,PROD10299,7,490.0,10.0,3087.0,2291.94,795.06
OI10007242,ORD1002852,PROD10433,2,1420.0,10.0,2556.0,2190.02,365.98
OI10007243,ORD1002852,PROD10200,5,1960.0,13.0,8526.0,6046.1,2479.9
OI10007244,ORD1002852,PROD10368,3,350.0,11.5,929.25,841.83,87.42
OI10007245,ORD1002852,PROD10176,2,7740.0,10.0,13932.0,13783.38,148.62
OI10007246,ORD1002853,PROD10322,3,140.0,10.0,378.0,301.2,76.8
OI10007247,ORD1002853,PROD10209,2,610.0,11.5,1079.7,738.08,341.62
OI10007248,ORD1002853,PROD10467,3,3140.0,10.0,8478.0,7905.3,572.7
OI10007249,ORD1002854,PROD10528,1,240.0,0.0,240.0,154.28,85.72
OI10007250,ORD1002854,PROD10392,5,8430.0,1.5,41517.75,29200.1,12317.65
OI10007251,ORD1002855,PROD10453,4,560.0,31.5,1534.4,1652.28,-117.88
OI10007252,ORD1002855,PROD10101,3,780.0,30.0,1638.0,1678.98,-40.98
OI10007253,ORD1002856,PROD10422,1,590.0,3.0,572.3,453.28,119.02
OI10007254,ORD1002857,PROD10341,1,1210.0,20.0,968.0,719.53,248.47
OI10007255,ORD1002857,PROD10084,3,2510.0,23.0,5798.1,4169.58,1628.52
OI10007256,ORD1002857,PROD10098,7,150.0,20.0,840.0,702.8,137.2
OI10007257,ORD1002858,PROD10152,3,4110.0,15.0,10480.5,11261.28,-780.78
OI10007258,ORD1002859,PROD10171,3,1160.0,21.5,2731.8,2057.01,674.79
OI10007259,ORD1002860,PROD10101,2,780.0,26.5,1146.6,1119.32,27.28
OI10007260,ORD1002860,PROD10452,3,940.0,28.0,2030.4,1727.43,302.97
OI10007261,ORD1002860,PROD10348,3,3310.0,25.0,7447.5,6440.82,1006.68
OI10007262,ORD1002861,PROD10498,2,2710.0,30.0,3794.0,3302.88,491.12
OI10007263,ORD1002861,PROD10142,2,1400.0,33.0,1876.0,1556.12,319.88
OI10007264,ORD1002862,PROD10510,3,1150.0,0.0,3450.0,2256.54,1193.46
OI10007265,ORD1002862,PROD10322,3,140.0,0.0,420.0,301.2,118.8
OI10007266,ORD1002862,PROD10244,2,150.0,3.0,291.0,195.64,95.36
OI10007267,ORD1002863,PROD10112,2,1240.0,0.0,2480.0,1977.42,502.58
OI10007268,ORD1002863,PROD10367,3,1140.0,0.0,3420.0,1992.99,1427.01
OI10007269,ORD1002863,PROD10112,3,1240.0,0.0,3720.0,2966.13,753.87
OI10007270,ORD1002864,PROD10324,2,100.0,25.0,150.0,161.68,-11.68
OI10007271,ORD1002864,PROD10292,2,5180.0,25.0,7770.0,7859.3,-89.3
OI10007272,ORD1002865,PROD10372,1,1890.0,1.5,1861.65,1270.27,591.38
OI10007273,ORD1002866,PROD10524,3,710.0,8.0,1959.6,1316.16,643.44
OI10007274,ORD1002866,PROD10099,1,290.0,6.5,271.15,227.68,43.47
OI10007275,ORD1002867,PROD10481,2,5060.0,15.0,8602.0,6319.18,2282.82
OI10007276,ORD1002868,PROD10455,2,240.0,18.0,393.6,419.78,-26.18
OI10007277,ORD1002868,PROD10488,3,1990.0,15.0,5074.5,3578.58,1495.92
OI10007278,ORD1002869,PROD10392,2,8430.0,0.0,16860.0,11680.04,5179.96
OI10007279,ORD1002870,PROD10236,3,7460.0,33.0,14994.6,18458.04,-3463.44
OI10007280,ORD1002870,PROD10363,3,5470.0,30.0,11487.0,10607.07,879.93
OI10007281,ORD1002871,PROD10422,1,590.0,30.0,413.0,453.28,-40.28
OI10007282,ORD1002871,PROD10458,2,4870.0,30.0,6818.0,5344.98,1473.02
OI10007283,ORD1002871,PROD10048,1,2060.0,33.0,1380.2,1428.38,-48.18
OI10007284,ORD1002872,PROD10192,4,590.0,26.5,1734.6,1763.64,-29.04
OI10007285,ORD1002872,PROD10412,2,11560.0,25.0,17340.0,17973.2,-633.2
OI10007286,ORD1002873,PROD10317,2,410.0,0.0,820.0,479.96,340.04
OI10007287,ORD1002873,PROD10021,1,950.0,1.5,935.75,595.38,340.37
OI10007288,ORD1002873,PROD10356,2,7210.0,3.0,13987.4,9501.84,4485.56
OI10007289,ORD1002873,PROD10303,1,2120.0,0.0,2120.0,1312.93,807.07
OI10007290,ORD1002873,PROD10488,4,1990.0,3.0,7721.2,4771.44,2949.76
OI10007291,ORD1002874,PROD10392,3,8430.0,30.0,17703.0,17520.06,182.94
OI10007292,ORD1002874,PROD10327,1,930.0,30.0,651.0,614.82,36.18
OI10007293,ORD1002875,PROD10124,4,280.0,5.0,1064.0,841.68,222.32
OI10007294,ORD1002875,PROD10327,5,930.0,5.0,4417.5,3074.1,1343.4
OI10007295,ORD1002875,PROD10510,1,1150.0,5.0,1092.5,752.18,340.32
OI10007296,ORD1002875,PROD10510,3,1150.0,5.0,3277.5,2256.54,1020.96
OI10007297,ORD1002875,PROD10339,1,12420.0,5.0,11799.0,9931.12,1867.88
OI10007298,ORD1002876,PROD10106,3,1480.0,1.5,4373.4,3545.97,827.43
