return_id,order_id,customer_id,product_id,return_date,return_reason,refund_amount,return_status
RET102981,ORD1029528,CUST101681,PROD10366,2025-12-24,Changed mind,264.0,Refund Completed
RET102982,ORD1029539,CUST124608,PROD10231,2025-01-02,Changed mind,4649.5,Refund Completed
RET102983,ORD1029553,CUST117413,PROD10078,2023-12-25,Quality issue,2164.6,Refund Completed
RET102984,ORD1029573,CUST101570,PROD10153,2024-05-28,Product not as expected,40392.0,Refund Completed
RET102985,ORD1029578,CUST117548,PROD10018,2025-11-08,Size issue,0.0,Rejected
RET102986,ORD1029578,CUST117548,PROD10403,2025-11-10,Wrong product,4060.0,Refund Completed
RET102987,ORD1029578,CUST117548,PROD10236,2025-11-10,Product damaged,0.0,Rejected
RET102988,ORD1029587,CUST100155,PROD10120,2024-10-21,Quality issue,12140.4,Refund Completed
RET102989,ORD1029587,CUST100155,PROD10417,2024-10-24,Size issue,1848.0,Refund Completed
RET102990,ORD1029595,CUST114491,PROD10538,2023-03-21,Changed mind,1040.0,Refund Completed
RET102991,ORD1029595,CUST114491,PROD10301,2023-03-24,Quality issue,64140.0,Refund Completed
RET102992,ORD1029597,CUST109464,PROD10031,2025-12-31,Size issue,8505.0,Refund Completed
RET102993,ORD1029598,CUST100108,PROD10484,2023-12-24,Quality issue,9987.6,Refund Completed
RET102994,ORD1029598,CUST100108,PROD10117,2023-12-27,Size issue,926.5,Refund Completed
RET102995,ORD1029619,CUST111937,PROD10453,2024-08-16,Product not as expected,1680.0,Approved
RET102996,ORD1029631,CUST110058,PROD10242,2025-02-09,Changed mind,1045.5,Refund Completed
RET102997,ORD1029642,CUST124001,PROD10383,2025-04-29,Product damaged,1976.0,Refund Completed
RET102998,ORD1029659,CUST116908,PROD10548,2025-11-03,Product damaged,2380.0,Refund Completed
RET102999,ORD1029662,CUST108888,PROD10162,2025-02-17,Changed mind,12308.0,Refund Completed
RET103000,ORD1029665,CUST114530,PROD10030,2024-11-10,Product damaged,0.0,Rejected
RET103001,ORD1029678,CUST101655,PROD10341,2024-06-24,Wrong product,2262.7,Refund Completed
RET103002,ORD1029682,CUST117020,PROD10231,2024-02-16,Product not as expected,21880.0,Refund Completed
RET103003,ORD1029682,CUST117020,PROD10365,2024-02-10,Product damaged,349.2,Refund Completed
RET103004,ORD1029690,CUST113081,PROD10508,2024-07-20,Quality issue,1555.5,Refund Completed
RET103005,ORD1029732,CUST110610,PROD10403,2025-02-14,Wrong product,3187.1,Refund Completed
RET103006,ORD1029733,CUST109327,PROD10366,2025-11-11,Quality issue,330.0,Refund Completed
RET103007,ORD1029733,CUST109327,PROD10367,2025-11-17,Wrong product,2211.6,Approved
RET103008,ORD1029733,CUST109327,PROD10171,2025-11-15,Quality issue,3480.0,Refund Completed
RET103009,ORD1029746,CUST124366,PROD10341,2023-05-16,Product damaged,3267.0,Refund Completed
RET103010,ORD1029748,CUST119295,PROD10392,2023-10-04,Product damaged,7587.0,Refund Completed
RET103011,ORD1029750,CUST119344,PROD10403,2023-10-14,Size issue,3654.0,Refund Completed
RET103012,ORD1029755,CUST115367,PROD10175,2024-08-16,Quality issue,1340.0,Refund Completed
RET103013,ORD1029766,CUST110988,PROD10272,2025-11-04,Product damaged,0.0,Pending
RET103014,ORD1029784,CUST101419,PROD10133,2025-12-19,Changed mind,17220.0,Refund Completed
RET103015,ORD1029786,CUST112474,PROD10127,2025-06-26,Other,5271.0,Refund Completed
RET103016,ORD1029854,CUST116801,PROD10371,2025-07-18,Product not as expected,616.4,Approved
RET103017,ORD1029866,CUST116478,PROD10499,2025-02-03,Wrong product,837.0,Refund Completed
RET103018,ORD1029873,CUST119559,PROD10505,2024-08-20,Quality issue,1338.6,Refund Completed
RET103019,ORD1029877,CUST106948,PROD10242,2025-10-26,Wrong product,1845.0,Refund Completed
RET103020,ORD1029884,CUST121671,PROD10157,2023-09-16,Product damaged,1757.8,Refund Completed
RET103021,ORD1029884,CUST121671,PROD10161,2023-09-13,Changed mind,4095.3,Refund Completed
RET103022,ORD1029888,CUST107822,PROD10510,2024-07-01,Size issue,2300.0,Refund Completed
RET103023,ORD1029891,CUST111608,PROD10078,2023-12-22,Changed mind,1058.6,Refund Completed
RET103024,ORD1029891,CUST111608,PROD10051,2023-12-23,Product damaged,9849.0,Refund Completed
RET103025,ORD1029891,CUST111608,PROD10498,2023-12-13,Quality issue,5569.05,Refund Completed
RET103026,ORD1029891,CUST111608,PROD10004,2023-12-19,Product not as expected,777.0,Refund Completed
RET103027,ORD1029915,CUST100140,PROD10033,2023-07-24,Other,4266.0,Refund Completed
RET103028,ORD1029915,CUST100140,PROD10148,2023-07-14,Product not as expected,927.0,Refund Completed
RET103029,ORD1029930,CUST120907,PROD10441,2025-04-28,Changed mind,118280.0,Refund Completed
RET103030,ORD1029930,CUST120907,PROD10531,2025-05-03,Quality issue,3130.0,Refund Completed
RET103031,ORD1029930,CUST120907,PROD10367,2025-04-26,Product damaged,1105.8,Approved
RET103032,ORD1029940,CUST110360,PROD10521,2025-11-14,Quality issue,22125.0,Refund Completed
RET103033,ORD1029940,CUST110360,PROD10387,2025-11-14,Other,0.0,Rejected
RET103034,ORD1029940,CUST110360,PROD10395,2025-11-09,Quality issue,0.0,Pending
RET103035,ORD1029942,CUST108450,PROD10017,2025-08-14,Changed mind,582.0,Refund Completed
RET103036,ORD1029946,CUST109251,PROD10322,2025-03-05,Product not as expected,0.0,Rejected
RET103037,ORD1029948,CUST124317,PROD10325,2023-08-02,Late delivery,1457.8,Refund Completed
RET103038,ORD1029969,CUST119417,PROD10399,2025-11-01,Product not as expected,1315.65,Approved
RET103039,ORD1029977,CUST105250,PROD10301,2024-07-19,Late delivery,60933.0,Refund Completed
RET103040,ORD1029979,CUST107782,PROD10268,2025-11-18,Size issue,1134.9,Refund Completed
RET103041,ORD1029979,CUST107782,PROD10434,2025-11-18,Changed mind,340.0,Refund Completed
RET103042,ORD1029979,CUST107782,PROD10042,2025-11-20,Quality issue,5360.0,Refund Completed
RET103043,ORD1029985,CUST112405,PROD10304,2023-06-18,Late delivery,2352.0,Refund Completed
RET103044,ORD1029985,CUST112405,PROD10341,2023-06-28,Changed mind,968.0,Refund Completed
RET103045,ORD1029987,CUST112126,PROD10369,2024-01-10,Changed mind,4192.2,Approved
RET103046,ORD1030006,CUST114755,PROD10155,2025-07-28,Wrong product,2169.2,Approved
RET103047,ORD1030009,CUST117953,PROD10488,2024-09-27,Late delivery,3263.6,Refund Completed
RET103048,ORD1030012,CUST106801,PROD10348,2024-11-17,Product not as expected,3310.0,Refund Completed
RET103049,ORD1030051,CUST121516,PROD10327,2024-01-15,Other,0.0,Rejected
RET103050,ORD1030052,CUST112756,PROD10051,2024-08-19,Wrong product,9239.3,Approved
RET103051,ORD1030060,CUST106710,PROD10314,2023-07-14,Product not as expected,0.0,Pending
RET103052,ORD1030060,CUST106710,PROD10112,2023-07-14,Changed mind,3472.0,Refund Completed
RET103053,ORD1030060,CUST106710,PROD10179,2023-07-11,Product damaged,2619.7,Refund Completed
RET103054,ORD1030071,CUST122905,PROD10403,2025-10-11,Changed mind,0.0,Rejected
RET103055,ORD1030080,CUST105685,PROD10403,2025-10-21,Changed mind,0.0,Pending
RET103056,ORD1030093,CUST106825,PROD10073,2025-11-09,Product damaged,0.0,Rejected
RET103057,ORD1030125,CUST114897,PROD10073,2023-09-05,Changed mind,911.2,Approved
RET103058,ORD1030132,CUST119539,PROD10219,2024-03-21,Product not as expected,300.0,Refund Completed
RET103059,ORD1030162,CUST122239,PROD10234,2024-10-23,Changed mind,440.0,Approved
RET103060,ORD1030164,CUST110445,PROD10231,2025-11-16,Product damaged,4376.0,Approved
RET103061,ORD1030164,CUST110445,PROD10053,2025-11-14,Product not as expected,3168.0,Refund Completed
RET103062,ORD1030173,CUST120836,PROD10525,2023-11-04,Product not as expected,0.0,Pending
RET103063,ORD1030173,CUST120836,PROD10325,2023-11-07,Product damaged,555.0,Refund Completed
RET103064,ORD1030173,CUST120836,PROD10101,2023-10-29,Other,585.0,Approved
RET103065,ORD1030174,CUST109363,PROD10385,2023-11-25,Quality issue,714.0,Refund Completed
RET103066,ORD1030184,CUST107800,PROD10101,2023-03-10,Quality issue,2558.4,Refund Completed
RET103067,ORD1030197,CUST105806,PROD10367,2024-09-30,Size issue,0.0,Rejected
RET103068,ORD1030199,CUST111829,PROD10078,2023-11-01,Product not as expected,1216.6,Refund Completed
RET103069,ORD1030199,CUST111829,PROD10072,2023-11-07,Product not as expected,24736.0,Refund Completed
RET103070,ORD1030200,CUST111720,PROD10488,2023-10-01,Product not as expected,3383.0,Refund Completed
RET103071,ORD1030209,CUST120202,PROD10291,2025-06-23,Product not as expected,660.0,Refund Completed
RET103072,ORD1030216,CUST107444,PROD10525,2025-04-29,Product damaged,5024.0,Approved
RET103073,ORD1030219,CUST118373,PROD10105,2025-12-01,Wrong product,1080.0,Refund Completed
RET103074,ORD1030219,CUST118373,PROD10494,2025-12-07,Product not as expected,0.0,Pending
RET103075,ORD1030221,CUST101280,PROD10367,2025-03-17,Size issue,877.8,Refund Completed
RET103076,ORD1030221,CUST101280,PROD10172,2025-03-20,Product not as expected,769.3,Approved
RET103077,ORD1030227,CUST102001,PROD10403,2023-05-24,Changed mind,5440.4,Approved
RET103078,ORD1030291,CUST115367,PROD10403,2024-09-24,Changed mind,9135.0,Approved
RET103079,ORD1030306,CUST111331,PROD10030,2024-11-30,Quality issue,3280.05,Approved
RET103080,ORD1030309,CUST111258,PROD10203,2025-12-02,Changed mind,24840.0,Refund Completed
RET103081,ORD1030315,CUST121438,PROD10327,2025-02-12,Quality issue,0.0,Pending
RET103082,ORD1030319,CUST108218,PROD10078,2024-09-04,Changed mind,2212.0,Refund Completed
RET103083,ORD1030321,CUST123217,PROD10031,2024-10-28,Wrong product,0.0,Pending
RET103084,ORD1030321,CUST123217,PROD10176,2024-10-26,Wrong product,5418.0,Approved
RET103085,ORD1030321,CUST123217,PROD10142,2024-10-25,Product damaged,2877.0,Refund Completed
RET103086,ORD1030332,CUST112500,PROD10403,2025-12-16,Quality issue,3857.0,Refund Completed
RET103087,ORD1030338,CUST120740,PROD10101,2025-10-14,Other,2340.0,Refund Completed
RET103088,ORD1030350,CUST106495,PROD10304,2023-09-30,Wrong product,14479.5,Refund Completed
RET103089,ORD1030373,CUST104149,PROD10111,2025-09-27,Quality issue,171.0,Refund Completed
RET103090,ORD1030381,CUST111946,PROD10341,2024-11-13,Product not as expected,2541.0,Refund Completed
RET103091,ORD1030391,CUST109579,PROD10403,2024-08-07,Changed mind,1593.55,Refund Completed
RET103092,ORD1030397,CUST109548,PROD10028,2023-12-16,Other,1216.0,Refund Completed
RET103093,ORD1030402,CUST111004,PROD10231,2023-06-17,Quality issue,16410.0,Refund Completed
RET103094,ORD1030438,CUST123881,PROD10510,2025-12-16,Changed mind,1092.5,Refund Completed
RET103095,ORD1030439,CUST117238,PROD10152,2025-08-16,Changed mind,11508.0,Refund Completed
RET103096,ORD1030439,CUST117238,PROD10250,2025-08-16,Product not as expected,536.0,Approved
RET103097,ORD1030459,CUST105928,PROD10528,2025-03-27,Size issue,480.0,Refund Completed
RET103098,ORD1030474,CUST122123,PROD10367,2025-08-07,Product damaged,855.0,Refund Completed
RET103099,ORD1030481,CUST112545,PROD10450,2023-09-17,Size issue,2234.4,Refund Completed
RET103100,ORD1030487,CUST124962,PROD10299,2024-09-16,Product not as expected,1323.0,Approved
RET103101,ORD1030497,CUST124475,PROD10140,2024-08-21,Product not as expected,6630.0,Approved
RET103102,ORD1030502,CUST100193,PROD10439,2023-05-03,Size issue,2416.05,Refund Completed
RET103103,ORD1030534,CUST120468,PROD10403,2025-01-22,Product not as expected,0.0,Rejected
RET103104,ORD1030552,CUST110634,PROD10231,2024-08-24,Product damaged,10393.0,Refund Completed
RET103105,ORD1030563,CUST106100,PROD10187,2024-08-29,Size issue,247.0,Refund Completed
RET103106,ORD1030563,CUST106100,PROD10394,2024-08-22,Product damaged,1533.4,Refund Completed
RET103107,ORD1030568,CUST103639,PROD10417,2024-07-26,Quality issue,5280.0,Approved
RET103108,ORD1030568,CUST103639,PROD10498,2024-08-06,Product not as expected,5420.0,Refund Completed
RET103109,ORD1030580,CUST105150,PROD10544,2024-02-28,Size issue,6270.0,Refund Completed
RET103110,ORD1030589,CUST106578,PROD10035,2025-12-29,Size issue,0.0,Pending
RET103111,ORD1030619,CUST120095,PROD10403,2023-12-03,Size issue,6090.0,Refund Completed
RET103112,ORD1030621,CUST117923,PROD10485,2024-07-02,Quality issue,8106.45,Refund Completed
RET103113,ORD1030621,CUST117923,PROD10367,2024-07-09,Changed mind,3249.0,Refund Completed
RET103114,ORD1030630,CUST102931,PROD10129,2024-01-06,Product not as expected,4515.0,Refund Completed
RET103115,ORD1030638,CUST108583,PROD10403,2023-05-14,Changed mind,2030.0,Refund Completed
RET103116,ORD1030638,CUST108583,PROD10231,2023-05-19,Product damaged,5470.0,Approved
RET103117,ORD1030638,CUST108583,PROD10327,2023-05-24,Size issue,902.1,Refund Completed
RET103118,ORD1030652,CUST116566,PROD10463,2024-12-04,Product damaged,631.4,Approved
RET103119,ORD1030671,CUST101155,PROD10046,2024-09-11,Quality issue,676.8,Refund Completed
RET103120,ORD1030678,CUST105391,PROD10403,2025-11-01,Product damaged,3451.0,Approved
RET103121,ORD1030684,CUST103063,PROD10078,2025-03-15,Other,0.0,Pending
RET103122,ORD1030707,CUST114012,PROD10342,2023-02-21,Changed mind,376.8,Refund Completed
RET103123,ORD1030720,CUST107520,PROD10341,2024-10-01,Size issue,0.0,Rejected
RET103124,ORD1030737,CUST115612,PROD10152,2024-05-08,Size issue,0.0,Pending
RET103125,ORD1030776,CUST117989,PROD10341,2023-03-11,Product damaged,847.0,Approved
RET103126,ORD1030812,CUST118708,PROD10441,2025-12-17,Other,0.0,Pending
RET103127,ORD1030897,CUST116094,PROD10017,2025-12-31,Size issue,340.0,Refund Completed
RET103128,ORD1030897,CUST116094,PROD10343,2025-12-31,Changed mind,167.0,Approved
RET103129,ORD1030897,CUST116094,PROD10129,2025-12-31,Product not as expected,10234.0,Refund Completed
RET103130,ORD1030939,CUST111507,PROD10314,2025-06-23,Quality issue,261.0,Refund Completed
RET103131,ORD1030939,CUST111507,PROD10488,2025-06-29,Late delivery,0.0,Rejected
RET103132,ORD1030947,CUST115443,PROD10078,2025-04-06,Changed mind,1501.0,Refund Completed
RET103133,ORD1030947,CUST115443,PROD10335,2025-03-29,Late delivery,0.0,Rejected
RET103134,ORD1030947,CUST115443,PROD10509,2025-03-30,Wrong product,2000.9,Refund Completed
RET103135,ORD1030967,CUST110417,PROD10341,2023-11-25,Changed mind,3085.5,Approved
RET103136,ORD1030980,CUST102589,PROD10203,2025-07-04,Quality issue,20368.8,Refund Completed
RET103137,ORD1031007,CUST111692,PROD10031,2025-11-11,Late delivery,6111.0,Refund Completed
RET103138,ORD1031016,CUST120468,PROD10327,2025-12-05,Changed mind,930.0,Refund Completed
RET103139,ORD1031029,CUST105040,PROD10348,2025-10-08,Wrong product,6620.0,Refund Completed
RET103140,ORD1031043,CUST103042,PROD10161,2023-08-28,Quality issue,3504.0,Refund Completed
RET103141,ORD1031055,CUST118624,PROD10236,2025-12-31,Quality issue,12458.2,Refund Completed
RET103142,ORD1031058,CUST106429,PROD10473,2025-03-27,Product damaged,7158.6,Refund Completed
RET103143,ORD1031058,CUST106429,PROD10070,2025-04-02,Other,1810.0,Refund Completed
RET103144,ORD1031058,CUST106429,PROD10164,2025-04-07,Product damaged,0.0,Rejected
RET103145,ORD1031062,CUST120557,PROD10499,2025-03-30,Late delivery,263.5,Approved
RET103146,ORD1031081,CUST109086,PROD10498,2025-08-28,Wrong product,7588.0,Approved
RET103147,ORD1031095,CUST104649,PROD10382,2023-11-25,Product damaged,0.0,Pending
RET103148,ORD1031100,CUST101063,PROD10059,2025-09-11,Product not as expected,12483.9,Approved
RET103149,ORD1031108,CUST103632,PROD10067,2025-07-18,Wrong product,0.0,Pending
RET103150,ORD1031108,CUST103632,PROD10258,2025-07-12,Changed mind,4432.5,Refund Completed
RET103151,ORD1031113,CUST106179,PROD10341,2025-08-13,Changed mind,3630.0,Refund Completed
RET103152,ORD1031119,CUST103938,PROD10503,2023-10-26,Late delivery,1150.0,Approved
RET103153,ORD1031133,CUST105217,PROD10368,2023-05-28,Wrong product,756.0,Refund Completed
RET103154,ORD1031133,CUST105217,PROD10519,2023-06-04,Product damaged,280.8,Refund Completed
RET103155,ORD1031136,CUST124676,PROD10459,2025-12-14,Late delivery,10057.5,Refund Completed
RET103156,ORD1031136,CUST124676,PROD10294,2025-12-08,Product not as expected,950.4,Refund Completed
RET103157,ORD1031150,CUST116275,PROD10403,2023-12-18,Wrong product,2030.0,Approved
RET103158,ORD1031167,CUST120726,PROD10021,2025-10-28,Other,807.5,Approved
RET103159,ORD1031167,CUST120726,PROD10101,2025-11-04,Product not as expected,1953.9,Refund Completed
RET103160,ORD1031184,CUST107089,PROD10403,2023-08-08,Quality issue,1969.1,Refund Completed
RET103161,ORD1031215,CUST116493,PROD10308,2025-07-31,Changed mind,0.0,Rejected
RET103162,ORD1031217,CUST124663,PROD10421,2023-08-10,Changed mind,71088.0,Refund Completed
RET103163,ORD1031231,CUST104264,PROD10548,2023-03-01,Wrong product,1330.0,Approved
RET103164,ORD1031231,CUST104264,PROD10002,2023-02-23,Other,2660.0,Refund Completed
RET103165,ORD1031238,CUST112522,PROD10269,2025-08-16,Quality issue,0.0,Rejected
RET103166,ORD1031241,CUST100591,PROD10254,2025-02-20,Product damaged,1054.0,Refund Completed
RET103167,ORD1031249,CUST115902,PROD10488,2023-11-16,Late delivery,0.0,Rejected
RET103168,ORD1031254,CUST101518,PROD10499,2024-01-15,Wrong product,589.0,Refund Completed
RET103169,ORD1031257,CUST106110,PROD10147,2023-06-11,Late delivery,8015.0,Refund Completed
RET103170,ORD1031264,CUST101714,PROD10072,2024-08-15,Late delivery,61840.0,Refund Completed
RET103171,ORD1031265,CUST111034,PROD10007,2023-08-25,Product not as expected,720.0,Refund Completed
RET103172,ORD1031281,CUST119544,PROD10031,2024-12-29,Quality issue,3150.0,Refund Completed
RET103173,ORD1031290,CUST102843,PROD10320,2025-12-31,Product damaged,902.7,Approved
RET103174,ORD1031292,CUST103017,PROD10481,2024-07-27,Product damaged,0.0,Pending
RET103175,ORD1031319,CUST100038,PROD10458,2025-10-28,Wrong product,0.0,Rejected
RET103176,ORD1031319,CUST100038,PROD10030,2025-11-04,Changed mind,5328.0,Refund Completed
RET103177,ORD1031319,CUST100038,PROD10488,2025-11-04,Product damaged,1532.3,Refund Completed
RET103178,ORD1031327,CUST111631,PROD10279,2025-12-27,Changed mind,2728.5,Refund Completed
RET103179,ORD1031327,CUST111631,PROD10417,2025-12-21,Wrong product,6613.2,Refund Completed
RET103180,ORD1031401,CUST120248,PROD10277,2023-08-15,Late delivery,15010.0,Refund Completed
RET103181,ORD1031456,CUST102319,PROD10509,2025-01-06,Size issue,1037.9,Refund Completed
RET103182,ORD1031456,CUST102319,PROD10310,2024-12-26,Quality issue,1720.0,Refund Completed
RET103183,ORD1031456,CUST102319,PROD10098,2024-12-30,Quality issue,600.0,Refund Completed
RET103184,ORD1031499,CUST116480,PROD10367,2025-06-29,Wrong product,969.0,Refund Completed
RET103185,ORD1031508,CUST112306,PROD10021,2024-12-20,Changed mind,3562.5,Approved
RET103186,ORD1031508,CUST112306,PROD10224,2024-12-23,Quality issue,1800.0,Refund Completed
RET103187,ORD1031531,CUST121431,PROD10510,2023-02-24,Quality issue,920.0,Refund Completed
RET103188,ORD1031559,CUST124080,PROD10272,2025-11-14,Wrong product,0.0,Rejected
RET103189,ORD1031580,CUST124584,PROD10380,2023-12-28,Quality issue,66249.0,Refund Completed
RET103190,ORD1031594,CUST106526,PROD10203,2024-01-30,Late delivery,30553.2,Refund Completed
RET103191,ORD1031597,CUST121309,PROD10403,2025-09-25,Size issue,4060.0,Refund Completed
RET103192,ORD1031606,CUST115905,PROD10152,2023-08-19,Product damaged,3842.85,Refund Completed
RET103193,ORD1031606,CUST115905,PROD10417,2023-08-21,Changed mind,10032.0,Refund Completed
RET103194,ORD1031613,CUST108110,PROD10060,2024-12-24,Late delivery,0.0,Pending
RET103195,ORD1031628,CUST104139,PROD10392,2025-12-27,Wrong product,0.0,Pending
RET103196,ORD1031636,CUST101321,PROD10422,2023-09-25,Size issue,1716.9,Refund Completed
RET103197,ORD1031659,CUST101909,PROD10403,2024-04-19,Wrong product,7308.0,Refund Completed
RET103198,ORD1031682,CUST121699,PROD10341,2024-10-11,Quality issue,3630.0,Refund Completed
RET103199,ORD1031682,CUST121699,PROD10203,2024-10-07,Changed mind,37260.0,Approved
RET103200,ORD1031700,CUST118472,PROD10236,2023-02-20,Changed mind,11936.0,Refund Completed
RET103201,ORD1031734,CUST114268,PROD10169,2023-06-29,Other,650.1,Refund Completed
RET103202,ORD1031750,CUST113562,PROD10144,2025-06-24,Changed mind,3933.0,Approved
RET103203,ORD1031757,CUST111546,PROD10367,2024-11-26,Product damaged,2166.0,Refund Completed
RET103204,ORD1031763,CUST105629,PROD10236,2024-11-02,Product damaged,22380.0,Refund Completed
RET103205,ORD1031763,CUST105629,PROD10383,2024-11-06,Wrong product,520.0,Refund Completed
RET103206,ORD1031763,CUST105629,PROD10499,2024-11-05,Product not as expected,610.7,Refund Completed
RET103207,ORD1031767,CUST102256,PROD10488,2024-02-04,Late delivery,2786.0,Refund Completed
RET103208,ORD1031773,CUST114862,PROD10508,2023-10-05,Product not as expected,1201.7,Refund Completed
RET103209,ORD1031774,CUST120449,PROD10499,2023-11-16,Late delivery,930.0,Refund Completed
RET103210,ORD1031806,CUST102854,PROD10367,2023-10-23,Size issue,4423.2,Refund Completed
RET103211,ORD1031809,CUST103550,PROD10078,2025-12-14,Product damaged,553.0,Refund Completed
RET103212,ORD1031812,CUST106666,PROD10305,2024-05-26,Quality issue,2880.0,Refund Completed
RET103213,ORD1031814,CUST110321,PROD10031,2024-02-17,Product not as expected,4410.0,Refund Completed
RET103214,ORD1031844,CUST103316,PROD10327,2024-10-24,Product not as expected,1581.0,Approved
RET103215,ORD1031845,CUST106815,PROD10527,2023-04-23,Product not as expected,13184.0,Refund Completed
RET103216,ORD1031876,CUST114654,PROD10101,2025-05-02,Other,2223.0,Refund Completed
RET103217,ORD1031876,CUST114654,PROD10473,2025-05-08,Size issue,4674.0,Approved
RET103218,ORD1031889,CUST117935,PROD10112,2025-12-19,Size issue,973.4,Approved
RET103219,ORD1031894,CUST111357,PROD10227,2025-11-27,Changed mind,0.0,Rejected
RET103220,ORD1031895,CUST112384,PROD10285,2024-09-30,Product not as expected,532.8,Refund Completed
RET103221,ORD1031918,CUST115873,PROD10541,2023-09-15,Other,300.0,Approved
RET103222,ORD1031926,CUST121413,PROD10387,2024-09-24,Other,2246.8,Refund Completed
RET103223,ORD1031926,CUST121413,PROD10101,2024-09-28,Size issue,0.0,Pending
RET103224,ORD1031929,CUST120510,PROD10366,2024-07-02,Changed mind,0.0,Rejected
RET103225,ORD1031961,CUST113562,PROD10118,2025-03-19,Product not as expected,0.0,Rejected
RET103226,ORD1031986,CUST103324,PROD10488,2025-10-05,Size issue,1532.3,Refund Completed
RET103227,ORD1031987,CUST100519,PROD10035,2023-10-29,Product damaged,1570.0,Refund Completed
RET103228,ORD1031996,CUST114794,PROD10215,2025-10-19,Quality issue,9366.0,Refund Completed
RET103229,ORD1031996,CUST114794,PROD10035,2025-10-21,Product damaged,1099.0,Refund Completed
RET103230,ORD1032013,CUST121540,PROD10281,2024-01-23,Product damaged,0.0,Rejected
RET103231,ORD1032036,CUST101968,PROD10249,2025-03-03,Wrong product,35116.8,Approved
RET103232,ORD1032041,CUST123464,PROD10228,2023-07-27,Size issue,743.4,Approved
RET103233,ORD1032041,CUST123464,PROD10186,2023-08-01,Product damaged,6705.0,Refund Completed
RET103234,ORD1032058,CUST117132,PROD10031,2025-03-25,Product not as expected,4725.0,Refund Completed
RET103235,ORD1032067,CUST119328,PROD10067,2023-04-02,Late delivery,608.0,Refund Completed
RET103236,ORD1032067,CUST119328,PROD10112,2023-04-06,Wrong product,2920.2,Approved
RET103237,ORD1032080,CUST120631,PROD10207,2025-07-25,Product not as expected,2748.15,Refund Completed
RET103238,ORD1032087,CUST114074,PROD10129,2023-09-28,Size issue,6020.0,Refund Completed
RET103239,ORD1032091,CUST115106,PROD10348,2024-04-26,Quality issue,5428.4,Refund Completed
RET103240,ORD1032154,CUST124330,PROD10112,2024-03-19,Quality issue,3348.0,Refund Completed
RET103241,ORD1032160,CUST122471,PROD10181,2025-12-25,Product damaged,0.0,Rejected
RET103242,ORD1032166,CUST124622,PROD10508,2024-04-22,Changed mind,0.0,Rejected
RET103243,ORD1032172,CUST123660,PROD10341,2025-07-11,Other,1089.0,Approved
RET103244,ORD1032174,CUST102507,PROD10146,2023-11-02,Changed mind,6468.0,Approved
RET103245,ORD1032213,CUST122131,PROD10333,2024-02-06,Late delivery,0.0,Pending
RET103246,ORD1032218,CUST113648,PROD10341,2024-04-27,Changed mind,4598.0,Refund Completed
RET103247,ORD1032226,CUST108321,PROD10525,2025-05-07,Size issue,3840.0,Refund Completed
RET103248,ORD1032229,CUST116901,PROD10246,2023-09-11,Size issue,65059.25,Refund Completed
RET103249,ORD1032248,CUST116338,PROD10078,2025-04-24,Product damaged,3160.0,Refund Completed
RET103250,ORD1032248,CUST116338,PROD10366,2025-04-25,Changed mind,990.0,Refund Completed
RET103251,ORD1032248,CUST116338,PROD10515,2025-04-20,Product damaged,16645.2,Refund Completed
RET103252,ORD1032277,CUST117163,PROD10031,2024-01-03,Product not as expected,2472.75,Approved
RET103253,ORD1032277,CUST117163,PROD10520,2023-12-30,Quality issue,536.0,Refund Completed
RET103254,ORD1032296,CUST103351,PROD10246,2025-04-18,Changed mind,132100.0,Refund Completed
RET103255,ORD1032300,CUST106704,PROD10078,2024-11-12,Product not as expected,2796.6,Refund Completed
RET103256,ORD1032301,CUST115942,PROD10006,2025-06-19,Product damaged,9292.6,Refund Completed
RET103257,ORD1032323,CUST117173,PROD10322,2023-06-22,Quality issue,0.0,Rejected
RET103258,ORD1032323,CUST117173,PROD10036,2023-06-19,Late delivery,23034.6,Refund Completed
RET103259,ORD1032332,CUST103917,PROD10417,2024-05-10,Late delivery,5280.0,Refund Completed
RET103260,ORD1032334,CUST120177,PROD10392,2024-06-12,Quality issue,11802.0,Approved
RET103261,ORD1032377,CUST104362,PROD10341,2023-09-21,Product not as expected,3085.5,Refund Completed
RET103262,ORD1032377,CUST104362,PROD10316,2023-09-24,Product not as expected,527.0,Refund Completed
RET103263,ORD1032388,CUST119520,PROD10327,2025-10-29,Product damaged,2976.0,Refund Completed
RET103264,ORD1032388,CUST119520,PROD10117,2025-10-31,Size issue,2616.0,Refund Completed
RET103265,ORD1032388,CUST119520,PROD10403,2025-10-31,Product damaged,3248.0,Refund Completed
RET103266,ORD1032388,CUST119520,PROD10211,2025-10-25,Changed mind,376.8,Refund Completed
RET103267,ORD1032396,CUST121741,PROD10098,2025-10-01,Product damaged,382.5,Approved
RET103268,ORD1032396,CUST121741,PROD10287,2025-09-29,Changed mind,1751.0,Refund Completed
RET103269,ORD1032401,CUST117860,PROD10202,2025-11-25,Quality issue,4462.0,Approved
RET103270,ORD1032403,CUST114139,PROD10207,2025-05-14,Product damaged,0.0,Rejected
RET103271,ORD1032403,CUST114139,PROD10203,2025-05-22,Size issue,34838.1,Refund Completed
RET103272,ORD1032403,CUST114139,PROD10066,2025-05-17,Late delivery,3116.0,Refund Completed
RET103273,ORD1032411,CUST112176,PROD10488,2023-05-22,Changed mind,0.0,Pending
