review_id,order_id,customer_id,product_id,review_date,rating,review_sentiment,verified_purchase
REV123020,ORD1029918,CUST118742,PROD10086,2023-11-07,4,Positive,True
REV123021,ORD1029921,CUST118380,PROD10496,2023-07-05,4,Positive,True
REV123022,ORD1029921,CUST118380,PROD10042,2023-06-17,2,Negative,True
REV123023,ORD1029924,CUST108955,PROD10064,2025-11-20,4,Positive,True
REV123024,ORD1029925,CUST121557,PROD10488,2025-02-02,3,Neutral,True
REV123025,ORD1029926,CUST118116,PROD10403,2024-12-17,4,Positive,True
REV123026,ORD1029927,CUST111760,PROD10255,2025-08-13,4,Positive,True
REV123027,ORD1029928,CUST115445,PROD10051,2024-10-30,3,Neutral,True
REV123028,ORD1029930,CUST120907,PROD10441,2025-05-01,2,Negative,True
REV123029,ORD1029930,CUST120907,PROD10367,2025-04-25,3,Neutral,True
REV123030,ORD1029934,CUST118604,PROD10225,2023-09-12,3,Neutral,True
REV123031,ORD1029939,CUST115359,PROD10531,2025-08-11,4,Positive,True
REV123032,ORD1029939,CUST115359,PROD10099,2025-09-01,4,Positive,True
REV123033,ORD1029940,CUST110360,PROD10521,2025-11-20,3,Neutral,True
REV123034,ORD1029940,CUST110360,PROD10395,2025-11-14,4,Positive,True
REV123035,ORD1029942,CUST108450,PROD10017,2025-08-28,3,Neutral,True
REV123036,ORD1029943,CUST118098,PROD10332,2024-02-16,5,Positive,True
REV123037,ORD1029943,CUST118098,PROD10031,2024-01-24,5,,True
REV123038,ORD1029945,CUST101800,PROD10152,2025-12-24,3,Neutral,True
REV123039,ORD1029946,CUST109251,PROD10394,2025-03-14,2,Negative,True
REV123040,ORD1029947,CUST124546,PROD10263,2023-03-26,3,Neutral,True
REV123041,ORD1029947,CUST124546,PROD10153,2023-03-19,4,Positive,True
REV123042,ORD1029949,CUST120117,PROD10168,2024-10-07,4,Positive,True
REV123043,ORD1029950,CUST124704,PROD10417,2025-11-16,3,Neutral,True
REV123044,ORD1029951,CUST121598,PROD10010,2025-12-27,4,Positive,True
REV123045,ORD1029953,CUST118511,PROD10015,2023-09-26,3,Neutral,True
REV123046,ORD1029954,CUST114132,PROD10000,2024-09-18,4,Positive,True
REV123047,ORD1029957,CUST116882,PROD10365,2024-02-16,2,Negative,True
REV123048,ORD1029957,CUST116882,PROD10060,2024-03-02,4,Positive,True
REV123049,ORD1029958,CUST109164,PROD10524,2024-10-28,1,Negative,True
REV123050,ORD1029958,CUST109164,PROD10101,2024-10-09,4,Positive,True
REV123051,ORD1029960,CUST120867,PROD10111,2023-09-24,3,Neutral,True
REV123052,ORD1029961,CUST105141,PROD10376,2024-04-26,5,Positive,True
REV123053,ORD1029962,CUST108117,PROD10403,2025-02-03,3,Neutral,True
REV123054,ORD1029964,CUST121046,PROD10268,2025-01-04,3,Neutral,True
REV123055,ORD1029965,CUST112697,PROD10280,2025-11-09,4,Positive,True
REV123056,ORD1029967,CUST119393,PROD10480,2025-12-28,4,Positive,True
REV123057,ORD1029968,CUST103479,PROD10527,2023-12-06,4,Positive,True
REV123058,ORD1029969,CUST119417,PROD10112,2025-11-07,4,Positive,True
REV123059,ORD1029969,CUST119417,PROD10399,2025-11-12,4,Positive,True
REV123060,ORD1029970,CUST122310,PROD10417,2023-07-14,4,Positive,True
REV123061,ORD1029970,CUST122310,PROD10366,2023-07-06,5,Positive,True
REV123062,ORD1029971,CUST121874,PROD10490,2024-11-03,3,Neutral,True
REV123063,ORD1029971,CUST121874,PROD10488,2024-10-26,2,Negative,True
REV123064,ORD1029972,CUST109159,PROD10255,2025-02-04,4,Positive,True
REV123065,ORD1029974,CUST110778,PROD10225,2025-12-31,4,Positive,True
REV123066,ORD1029977,CUST105250,PROD10301,2024-07-24,3,Neutral,True
REV123067,ORD1029978,CUST123704,PROD10112,2023-10-27,3,Neutral,True
REV123068,ORD1029978,CUST123704,PROD10099,2023-11-04,4,Positive,True
REV123069,ORD1029979,CUST107782,PROD10268,2025-11-25,3,Neutral,True
REV123070,ORD1029979,CUST107782,PROD10434,2025-12-08,1,Negative,True
REV123071,ORD1029979,CUST107782,PROD10042,2025-11-30,2,Negative,True
REV123072,ORD1029980,CUST104219,PROD10004,2025-03-28,3,Neutral,True
REV123073,ORD1029982,CUST121536,PROD10417,2024-11-14,3,Neutral,True
REV123074,ORD1029982,CUST121536,PROD10488,2024-11-26,4,Positive,True
REV123075,ORD1029984,CUST106924,PROD10403,2023-12-13,4,Positive,True
REV123076,ORD1029991,CUST118830,PROD10078,2025-12-18,3,Neutral,True
REV123077,ORD1029993,CUST107853,PROD10403,2025-03-23,3,Neutral,False
REV123078,ORD1029994,CUST116598,PROD10060,2025-12-16,3,Neutral,True
REV123079,ORD1029994,CUST116598,PROD10239,2025-12-31,3,Neutral,True
REV123080,ORD1029994,CUST116598,PROD10211,2025-12-31,3,Neutral,True
REV123081,ORD1029997,CUST121263,PROD10035,2023-09-28,5,Positive,True
REV123082,ORD1029997,CUST121263,PROD10211,2023-09-16,5,Positive,True
REV123083,ORD1029999,CUST105521,PROD10341,2025-10-04,2,Negative,True
REV123084,ORD1030000,CUST120873,PROD10124,2023-09-18,4,Positive,True
REV123085,ORD1030002,CUST111771,PROD10438,2023-08-01,3,Neutral,True
REV123086,ORD1030002,CUST111771,PROD10322,2023-07-20,2,Negative,True
REV123087,ORD1030006,CUST114755,PROD10155,2025-07-29,2,Negative,True
REV123088,ORD1030007,CUST111111,PROD10126,2024-07-07,4,Positive,True
REV123089,ORD1030007,CUST111111,PROD10014,2024-07-09,2,Negative,False
REV123090,ORD1030008,CUST103316,PROD10491,2024-10-14,3,Neutral,True
REV123091,ORD1030009,CUST117953,PROD10488,2024-09-30,2,Negative,True
REV123092,ORD1030010,CUST100826,PROD10078,2024-03-01,5,Positive,True
REV123093,ORD1030012,CUST106801,PROD10348,2024-11-27,3,Neutral,True
REV123094,ORD1030014,CUST107831,PROD10311,2024-08-24,4,Positive,True
REV123095,ORD1030016,CUST101150,PROD10071,2025-12-31,5,Positive,True
REV123096,ORD1030017,CUST112851,PROD10503,2024-10-31,4,Positive,True
REV123097,ORD1030018,CUST119418,PROD10469,2024-04-06,3,Neutral,True
REV123098,ORD1030020,CUST120121,PROD10341,2023-07-09,3,Neutral,True
REV123099,ORD1030021,CUST103423,PROD10030,2023-07-11,3,Neutral,True
REV123100,ORD1030021,CUST103423,PROD10360,2023-07-17,5,Positive,True
REV123101,ORD1030022,CUST107922,PROD10320,2023-10-11,4,Positive,True
REV123102,ORD1030022,CUST107922,PROD10246,2023-10-14,3,Neutral,False
REV123103,ORD1030023,CUST105705,PROD10192,2024-04-07,3,Neutral,True
REV123104,ORD1030024,CUST105851,PROD10341,2025-06-13,4,Positive,True
REV123105,ORD1030026,CUST116224,PROD10524,2023-09-26,4,Positive,True
REV123106,ORD1030027,CUST123034,PROD10417,2023-08-05,5,Positive,True
REV123107,ORD1030027,CUST123034,PROD10548,2023-08-02,4,Positive,True
REV123108,ORD1030028,CUST106374,PROD10040,2025-09-22,3,Neutral,True
REV123109,ORD1030035,CUST102342,PROD10490,2023-10-10,3,Neutral,True
REV123110,ORD1030035,CUST102342,PROD10392,2023-10-08,2,Negative,True
REV123111,ORD1030036,CUST104748,PROD10417,2025-02-20,3,Neutral,True
REV123112,ORD1030036,CUST104748,PROD10266,2025-02-23,3,Neutral,True
REV123113,ORD1030036,CUST104748,PROD10187,2025-03-16,5,Positive,True
REV123114,ORD1030037,CUST124265,PROD10491,2025-03-04,3,Neutral,False
REV123115,ORD1030037,CUST124265,PROD10425,2025-02-24,5,Positive,True
REV123116,ORD1030038,CUST112337,PROD10342,2023-10-01,4,Positive,True
REV123117,ORD1030039,CUST124283,PROD10417,2024-09-17,4,Positive,True
REV123118,ORD1030039,CUST124283,PROD10116,2024-09-29,5,Positive,True
REV123119,ORD1030040,CUST108309,PROD10299,2024-11-17,4,Positive,True
REV123120,ORD1030041,CUST121276,PROD10045,2025-01-07,5,Positive,True
REV123121,ORD1030046,CUST123069,PROD10239,2025-12-20,4,Positive,True
REV123122,ORD1030050,CUST106507,PROD10325,2025-12-16,4,Positive,True
REV123123,ORD1030052,CUST112756,PROD10051,2024-08-24,3,Neutral,True
REV123124,ORD1030053,CUST120172,PROD10207,2023-06-13,3,Neutral,False
REV123125,ORD1030056,CUST100530,PROD10272,2024-04-27,4,Positive,True
REV123126,ORD1030056,CUST100530,PROD10144,2024-05-09,3,Neutral,True
REV123127,ORD1030058,CUST115968,PROD10233,2024-06-04,4,Positive,True
REV123128,ORD1030060,CUST106710,PROD10179,2023-07-16,5,Positive,True
REV123129,ORD1030063,CUST102248,PROD10225,2025-12-02,3,Neutral,True
REV123130,ORD1030064,CUST122609,PROD10417,2024-06-15,3,Neutral,True
REV123131,ORD1030064,CUST122609,PROD10014,2024-06-15,4,Positive,True
REV123132,ORD1030065,CUST104721,PROD10403,2023-08-20,3,Neutral,True
REV123133,ORD1030068,CUST116656,PROD10092,2025-09-03,4,Positive,True
REV123134,ORD1030071,CUST122905,PROD10324,2025-10-24,1,Negative,True
REV123135,ORD1030072,CUST119526,PROD10187,2025-01-19,5,Positive,True
REV123136,ORD1030073,CUST109581,PROD10163,2023-08-26,4,Positive,False
REV123137,ORD1030075,CUST123216,PROD10393,2025-02-15,5,Positive,True
REV123138,ORD1030079,CUST113305,PROD10176,2025-05-28,5,Positive,True
REV123139,ORD1030083,CUST117605,PROD10010,2023-11-23,5,Positive,True
REV123140,ORD1030084,CUST119586,PROD10510,2025-09-26,4,Positive,True
REV123141,ORD1030086,CUST124347,PROD10231,2023-11-16,4,Positive,True
REV123142,ORD1030087,CUST100869,PROD10218,2025-12-01,4,Positive,True
REV123143,ORD1030087,CUST100869,PROD10157,2025-12-08,3,Neutral,True
REV123144,ORD1030089,CUST106785,PROD10481,2025-12-31,4,Positive,True
REV123145,ORD1030093,CUST106825,PROD10469,2025-11-21,3,Neutral,True
REV123146,ORD1030094,CUST116640,PROD10245,2025-06-14,3,Neutral,True
REV123147,ORD1030094,CUST116640,PROD10446,2025-06-01,3,Neutral,True
REV123148,ORD1030098,CUST122705,PROD10211,2024-12-05,4,Positive,True
REV123149,ORD1030101,CUST114057,PROD10392,2025-12-20,3,Neutral,True
REV123150,ORD1030103,CUST124313,PROD10327,2023-07-15,5,Positive,True
REV123151,ORD1030104,CUST116159,PROD10316,2023-03-26,5,Positive,True
REV123152,ORD1030105,CUST123670,PROD10023,2025-11-08,3,Neutral,True
REV123153,ORD1030106,CUST113329,PROD10392,2025-12-31,4,Positive,True
REV123154,ORD1030106,CUST113329,PROD10031,2025-12-31,5,Positive,True
REV123155,ORD1030109,CUST117203,PROD10266,2025-01-17,3,Neutral,True
REV123156,ORD1030110,CUST113981,PROD10130,2025-12-03,5,Positive,False
REV123157,ORD1030117,CUST124500,PROD10072,2024-01-11,4,Positive,True
REV123158,ORD1030121,CUST103786,PROD10008,2025-01-09,4,Positive,True
REV123159,ORD1030122,CUST101765,PROD10242,2023-11-19,3,Neutral,True
REV123160,ORD1030124,CUST114181,PROD10146,2024-03-08,3,Neutral,True
REV123161,ORD1030124,CUST114181,PROD10031,2024-02-29,4,Positive,True
REV123162,ORD1030125,CUST114897,PROD10073,2023-09-23,3,Neutral,True
REV123163,ORD1030125,CUST114897,PROD10349,2023-09-24,4,Positive,True
REV123164,ORD1030128,CUST114100,PROD10112,2025-10-30,3,Neutral,True
REV123165,ORD1030128,CUST114100,PROD10099,2025-11-04,3,Neutral,True
REV123166,ORD1030129,CUST114608,PROD10370,2025-02-03,4,Positive,True
REV123167,ORD1030131,CUST120619,PROD10496,2023-04-29,3,Neutral,True
REV123168,ORD1030131,CUST120619,PROD10393,2023-04-24,4,Positive,True
REV123169,ORD1030132,CUST119539,PROD10437,2024-04-08,2,Negative,True
REV123170,ORD1030132,CUST119539,PROD10397,2024-04-11,2,Negative,True
REV123171,ORD1030134,CUST108286,PROD10019,2024-12-18,2,Negative,True
REV123172,ORD1030138,CUST103655,PROD10004,2024-01-20,3,Neutral,True
REV123173,ORD1030141,CUST122213,PROD10403,2025-12-06,5,Positive,True
REV123174,ORD1030142,CUST113945,PROD10440,2023-10-19,3,Neutral,True
REV123175,ORD1030145,CUST117990,PROD10347,2024-03-13,4,Positive,True
REV123176,ORD1030146,CUST100420,PROD10231,2025-08-02,4,Positive,True
REV123177,ORD1030146,CUST100420,PROD10393,2025-08-13,3,Neutral,True
REV123178,ORD1030149,CUST116258,PROD10033,2025-10-20,4,Positive,True
REV123179,ORD1030150,CUST106736,PROD10403,2025-12-20,5,Positive,True
REV123180,ORD1030156,CUST100980,PROD10389,2024-07-15,3,Neutral,True
REV123181,ORD1030160,CUST109782,PROD10367,2025-11-13,4,Positive,True
REV123182,ORD1030160,CUST109782,PROD10112,2025-12-02,5,Positive,True
REV123183,ORD1030161,CUST107226,PROD10269,2025-10-19,4,Positive,True
REV123184,ORD1030161,CUST107226,PROD10540,2025-10-18,4,Positive,True
REV123185,ORD1030162,CUST122239,PROD10434,2024-11-12,1,Negative,True
REV123186,ORD1030164,CUST110445,PROD10053,2025-11-19,4,Positive,True
REV123187,ORD1030164,CUST110445,PROD10157,2025-11-16,3,Neutral,True
REV123188,ORD1030166,CUST120639,PROD10207,2023-07-15,5,Positive,True
REV123189,ORD1030166,CUST120639,PROD10432,2023-07-11,3,Neutral,True
REV123190,ORD1030166,CUST120639,PROD10417,2023-07-19,3,Neutral,True
REV123191,ORD1030171,CUST116732,PROD10049,2023-08-16,4,Positive,True
REV123192,ORD1030174,CUST109363,PROD10385,2023-12-02,4,Positive,True
REV123193,ORD1030175,CUST113053,PROD10365,2025-06-22,4,Positive,True
REV123194,ORD1030176,CUST113027,PROD10203,2024-11-28,4,Positive,True
REV123195,ORD1030178,CUST117425,PROD10341,2023-07-18,4,Positive,True
REV123196,ORD1030179,CUST114696,PROD10403,2023-05-05,4,Positive,True
REV123197,ORD1030181,CUST111467,PROD10476,2023-07-11,4,Positive,True
REV123198,ORD1030182,CUST105450,PROD10538,2024-06-21,3,Neutral,True
REV123199,ORD1030182,CUST105450,PROD10164,2024-06-30,5,Positive,True
REV123200,ORD1030183,CUST105074,PROD10347,2025-12-31,4,Positive,True
REV123201,ORD1030184,CUST107800,PROD10101,2023-03-09,4,Positive,True
REV123202,ORD1030186,CUST110945,PROD10322,2023-11-27,3,Neutral,True
REV123203,ORD1030186,CUST110945,PROD10510,2023-11-12,3,Neutral,True
REV123204,ORD1030186,CUST110945,PROD10258,2023-11-02,5,Positive,True
REV123205,ORD1030188,CUST115479,PROD10176,2024-06-21,4,Positive,True
REV123206,ORD1030189,CUST122683,PROD10379,2024-01-17,5,Positive,True
REV123207,ORD1030190,CUST107737,PROD10392,2023-11-18,3,Neutral,True
REV123208,ORD1030194,CUST118296,PROD10294,2025-09-24,3,Neutral,True
REV123209,ORD1030194,CUST118296,PROD10167,2025-09-06,5,Positive,False
REV123210,ORD1030195,CUST108396,PROD10124,2025-04-27,3,Neutral,True
REV123211,ORD1030195,CUST108396,PROD10366,2025-05-11,4,Positive,True
REV123212,ORD1030196,CUST117984,PROD10035,2025-11-19,3,Neutral,True
REV123213,ORD1030196,CUST117984,PROD10512,2025-11-13,4,Positive,True
REV123214,ORD1030201,CUST118286,PROD10196,2023-10-12,2,Negative,True
REV123215,ORD1030203,CUST108799,PROD10526,2025-09-06,3,Neutral,True
REV123216,ORD1030203,CUST108799,PROD10245,2025-09-13,4,Positive,True
REV123217,ORD1030204,CUST120852,PROD10099,2023-04-25,5,Positive,True
REV123218,ORD1030204,CUST120852,PROD10247,2023-04-25,5,Positive,True
REV123219,ORD1030206,CUST108207,PROD10236,2023-07-24,3,Neutral,True
REV123220,ORD1030208,CUST115182,PROD10177,2023-11-04,4,Positive,True
REV123221,ORD1030210,CUST113093,PROD10203,2023-08-14,3,Neutral,True
REV123222,ORD1030210,CUST113093,PROD10340,2023-08-16,2,Negative,True
REV123223,ORD1030211,CUST118533,PROD10118,2023-07-10,3,Neutral,True
REV123224,ORD1030212,CUST108892,PROD10342,2025-12-31,3,Neutral,True
REV123225,ORD1030216,CUST107444,PROD10280,2025-05-08,3,Neutral,True
REV123226,ORD1030219,CUST118373,PROD10051,2025-12-23,2,Negative,True
REV123227,ORD1030219,CUST118373,PROD10210,2025-12-16,2,Negative,True
REV123228,ORD1030221,CUST101280,PROD10242,2025-03-20,3,Neutral,True
REV123229,ORD1030221,CUST101280,PROD10172,2025-03-16,4,Positive,True
REV123230,ORD1030223,CUST100775,PROD10488,2023-11-26,4,Positive,True
REV123231,ORD1030224,CUST116897,PROD10356,2024-11-21,3,Neutral,True
REV123232,ORD1030225,CUST113353,PROD10133,2025-08-19,3,Neutral,True
REV123233,ORD1030226,CUST100783,PROD10085,2024-07-24,5,Positive,True
REV123234,ORD1030228,CUST114636,PROD10019,2025-01-30,5,Positive,True
REV123235,ORD1030232,CUST107562,PROD10457,2024-06-14,5,Positive,True
REV123236,ORD1030234,CUST114743,PROD10257,2024-09-07,4,Positive,False
REV123237,ORD1030234,CUST114743,PROD10367,2024-09-15,4,Positive,True
REV123238,ORD1030237,CUST106481,PROD10168,2024-12-23,4,Positive,True
REV123239,ORD1030237,CUST106481,PROD10510,2025-01-07,3,Neutral,True
REV123240,ORD1030238,CUST118926,PROD10301,2025-06-12,5,Positive,True
REV123241,ORD1030240,CUST123590,PROD10346,2024-11-28,3,Neutral,True
REV123242,ORD1030241,CUST123553,PROD10346,2024-05-18,4,Positive,True
REV123243,ORD1030241,CUST123553,PROD10486,2024-06-01,3,Neutral,True
REV123244,ORD1030241,CUST123553,PROD10255,2024-05-13,5,Positive,True
REV123245,ORD1030242,CUST108759,PROD10112,2025-09-12,4,Positive,True
REV123246,ORD1030242,CUST108759,PROD10356,2025-09-15,4,Positive,True
REV123247,ORD1030245,CUST123675,PROD10225,2023-11-12,4,Positive,True
REV123248,ORD1030247,CUST113669,PROD10112,2024-07-02,5,Positive,True
REV123249,ORD1030252,CUST106218,PROD10418,2024-07-12,5,Positive,True
REV123250,ORD1030252,CUST106218,PROD10434,2024-07-09,4,Positive,False
REV123251,ORD1030254,CUST123224,PROD10370,2024-07-29,4,Positive,True
REV123252,ORD1030259,CUST101597,PROD10510,2025-10-24,2,Negative,True
REV123253,ORD1030259,CUST101597,PROD10099,2025-11-13,3,Neutral,True
REV123254,ORD1030262,CUST106052,PROD10203,2024-11-23,3,Neutral,True
REV123255,ORD1030263,CUST101161,PROD10423,2023-10-26,4,Positive,True
REV123256,ORD1030263,CUST101161,PROD10267,2023-10-28,4,Positive,True
REV123257,ORD1030267,CUST114797,PROD10078,2024-04-20,5,Positive,True
REV123258,ORD1030273,CUST112788,PROD10390,2025-12-05,3,Neutral,True
REV123259,ORD1030277,CUST119367,PROD10264,2023-05-03,5,Positive,True
REV123260,ORD1030278,CUST107768,PROD10112,2025-05-27,4,Positive,True
REV123261,ORD1030278,CUST107768,PROD10269,2025-06-01,3,Neutral,True
REV123262,ORD1030280,CUST102209,PROD10510,2025-12-31,4,Positive,True
REV123263,ORD1030282,CUST119808,PROD10488,2025-08-04,4,Positive,True
REV123264,ORD1030284,CUST109054,PROD10469,2025-04-18,4,Positive,True
REV123265,ORD1030285,CUST119091,PROD10403,2025-10-24,2,Negative,True
REV123266,ORD1030287,CUST120333,PROD10282,2024-06-03,3,Neutral,True
REV123267,ORD1030292,CUST113695,PROD10172,2024-04-29,4,Positive,True
REV123268,ORD1030292,CUST113695,PROD10253,2024-05-05,3,Neutral,True
REV123269,ORD1030294,CUST107824,PROD10356,2024-11-20,5,Positive,True
REV123270,ORD1030294,CUST107824,PROD10367,2024-11-29,4,Positive,True
REV123271,ORD1030295,CUST111565,PROD10078,2024-03-06,4,Positive,True
REV123272,ORD1030296,CUST104596,PROD10379,2023-09-01,4,Positive,True
REV123273,ORD1030303,CUST106207,PROD10322,2025-08-16,3,Neutral,True
REV123274,ORD1030305,CUST107558,PROD10347,2024-09-09,3,Neutral,True
REV123275,ORD1030306,CUST111331,PROD10030,2024-12-10,4,Positive,True
REV123276,ORD1030307,CUST110201,PROD10236,2023-12-07,5,Positive,True
REV123277,ORD1030307,CUST110201,PROD10469,2023-11-26,4,Positive,True
REV123278,ORD1030310,CUST119940,PROD10431,2023-06-01,5,Positive,True
REV123279,ORD1030310,CUST119940,PROD10383,2023-06-15,2,Negative,True
REV123280,ORD1030312,CUST123602,PROD10101,2025-06-16,5,Positive,True
REV123281,ORD1030313,CUST124518,PROD10112,2025-11-13,4,Positive,True
REV123282,ORD1030314,CUST108142,PROD10073,2025-08-19,3,Neutral,True
REV123283,ORD1030314,CUST108142,PROD10346,2025-09-12,3,Neutral,True
REV123284,ORD1030314,CUST108142,PROD10516,2025-09-02,3,Neutral,True
REV123285,ORD1030315,CUST121438,PROD10327,2025-02-08,3,Neutral,True
REV123286,ORD1030315,CUST121438,PROD10541,2025-02-25,2,Negative,True
REV123287,ORD1030317,CUST124411,PROD10129,2025-01-24,4,Positive,True
REV123288,ORD1030318,CUST111713,PROD10016,2024-04-06,3,Neutral,True
REV123289,ORD1030319,CUST108218,PROD10100,2024-09-26,4,Positive,True
REV123290,ORD1030319,CUST108218,PROD10127,2024-09-11,4,Positive,True
REV123291,ORD1030320,CUST108353,PROD10481,2024-03-21,4,Positive,True
REV123292,ORD1030320,CUST108353,PROD10035,2024-03-16,4,Positive,True
REV123293,ORD1030321,CUST123217,PROD10031,2024-11-08,3,Neutral,True
REV123294,ORD1030322,CUST113958,PROD10111,2025-03-09,4,Positive,True
REV123295,ORD1030322,CUST113958,PROD10112,2025-03-25,3,Neutral,True
REV123296,ORD1030324,CUST123607,PROD10376,2025-12-28,5,Positive,True
REV123297,ORD1030324,CUST123607,PROD10341,2025-12-18,3,Neutral,True
REV123298,ORD1030325,CUST123355,PROD10031,2025-11-10,5,Positive,True
REV123299,ORD1030326,CUST104910,PROD10327,2025-12-07,3,Neutral,True
REV123300,ORD1030327,CUST102588,PROD10484,2023-12-24,4,Positive,True
REV123301,ORD1030328,CUST109521,PROD10341,2025-02-10,4,Positive,True
REV123302,ORD1030329,CUST114650,PROD10415,2023-11-25,4,Positive,True
REV123303,ORD1030330,CUST115782,PROD10230,2025-05-20,3,Neutral,True
REV123304,ORD1030330,CUST115782,PROD10004,2025-05-12,4,Positive,True
REV123305,ORD1030331,CUST102041,PROD10268,2025-01-04,5,Positive,True
REV123306,ORD1030332,CUST112500,PROD10403,2025-12-29,3,Neutral,True
REV123307,ORD1030336,CUST113405,PROD10112,2025-05-04,4,Positive,True
REV123308,ORD1030336,CUST113405,PROD10510,2025-05-14,3,Neutral,True
REV123309,ORD1030336,CUST113405,PROD10151,2025-05-12,4,Positive,True
REV123310,ORD1030338,CUST120740,PROD10101,2025-10-26,4,Positive,True
REV123311,ORD1030338,CUST120740,PROD10035,2025-10-20,4,Positive,True
REV123312,ORD1030341,CUST116593,PROD10176,2024-12-14,3,Neutral,True
REV123313,ORD1030344,CUST119038,PROD10246,2025-12-31,4,Positive,True
REV123314,ORD1030344,CUST119038,PROD10403,2025-12-31,4,Positive,True
REV123315,ORD1030345,CUST111027,PROD10129,2025-12-20,3,Neutral,True
REV123316,ORD1030345,CUST111027,PROD10021,2025-12-07,4,,True
REV123317,ORD1030347,CUST123159,PROD10488,2023-08-09,3,Neutral,True
REV123318,ORD1030350,CUST106495,PROD10304,2023-10-18,5,Positive,True
REV123319,ORD1030351,CUST108913,PROD10320,2024-09-13,3,Neutral,True
REV123320,ORD1030351,CUST108913,PROD10026,2024-09-05,3,Neutral,True
REV123321,ORD1030354,CUST103531,PROD10260,2025-11-22,4,Positive,True
REV123322,ORD1030355,CUST118196,PROD10409,2025-07-24,4,Positive,True
REV123323,ORD1030355,CUST118196,PROD10408,2025-07-24,3,Neutral,True
REV123324,ORD1030355,CUST118196,PROD10246,2025-07-30,4,Positive,True
REV123325,ORD1030356,CUST121405,PROD10101,2025-12-31,4,Positive,True
REV123326,ORD1030356,CUST121405,PROD10399,2025-12-31,3,Neutral,True
REV123327,ORD1030356,CUST121405,PROD10425,2025-12-31,4,Positive,True
REV123328,ORD1030356,CUST121405,PROD10510,2025-12-31,4,Positive,True
REV123329,ORD1030358,CUST109699,PROD10007,2025-11-19,4,Positive,True
REV123330,ORD1030359,CUST102587,PROD10446,2025-05-16,5,Positive,True
REV123331,ORD1030360,CUST118132,PROD10548,2024-09-22,4,Positive,True
REV123332,ORD1030362,CUST106478,PROD10254,2024-11-29,4,Positive,True
REV123333,ORD1030362,CUST106478,PROD10469,2024-12-17,4,Positive,True
REV123334,ORD1030364,CUST115832,PROD10153,2024-11-27,4,Positive,True
REV123335,ORD1030365,CUST100635,PROD10112,2025-01-23,4,Positive,True
REV123336,ORD1030365,CUST100635,PROD10199,2025-01-17,3,Neutral,True
REV123337,ORD1030365,CUST100635,PROD10280,2025-01-28,3,Neutral,True
REV123338,ORD1030365,CUST100635,PROD10341,2025-01-10,3,Neutral,True
REV123339,ORD1030366,CUST119893,PROD10226,2025-04-15,4,Positive,True
REV123340,ORD1030367,CUST101341,PROD10067,2024-11-17,3,Neutral,True
REV123341,ORD1030368,CUST106765,PROD10392,2023-08-04,3,Neutral,True
REV123342,ORD1030372,CUST113340,PROD10203,2024-01-19,4,Positive,True
REV123343,ORD1030373,CUST104149,PROD10455,2025-10-20,1,Negative,True
REV123344,ORD1030374,CUST109992,PROD10280,2024-10-21,3,Neutral,True
REV123345,ORD1030375,CUST106545,PROD10417,2024-10-04,3,Neutral,True
REV123346,ORD1030375,CUST106545,PROD10218,2024-09-18,4,Positive,True
REV123347,ORD1030376,CUST105933,PROD10374,2024-02-13,4,Positive,True
REV123348,ORD1030376,CUST105933,PROD10499,2024-02-23,4,Positive,True
REV123349,ORD1030377,CUST115749,PROD10306,2025-11-22,4,Positive,True
REV123350,ORD1030377,CUST115749,PROD10231,2025-11-16,3,Neutral,True
REV123351,ORD1030377,CUST115749,PROD10044,2025-11-27,5,Positive,True
REV123352,ORD1030378,CUST116637,PROD10112,2024-04-25,5,Positive,True
REV123353,ORD1030379,CUST119072,PROD10298,2024-07-17,4,Positive,True
REV123354,ORD1030384,CUST106868,PROD10266,2023-06-22,4,Positive,True
REV123355,ORD1030384,CUST106868,PROD10332,2023-07-01,4,Positive,True
REV123356,ORD1030385,CUST107822,PROD10473,2024-07-17,4,Positive,True
REV123357,ORD1030386,CUST102675,PROD10392,2023-05-01,3,Neutral,True
REV123358,ORD1030386,CUST102675,PROD10488,2023-05-09,4,Positive,False
REV123359,ORD1030387,CUST112941,PROD10206,2025-06-04,5,Positive,True
REV123360,ORD1030387,CUST112941,PROD10418,2025-06-09,3,Neutral,True
REV123361,ORD1030390,CUST117310,PROD10469,2025-05-29,3,Neutral,False
REV123362,ORD1030391,CUST109579,PROD10403,2024-08-01,5,Positive,True
REV123363,ORD1030392,CUST104505,PROD10510,2024-09-12,4,Positive,True
REV123364,ORD1030393,CUST111762,PROD10246,2024-11-02,5,Positive,True
REV123365,ORD1030394,CUST113388,PROD10305,2025-05-14,3,Neutral,True
REV123366,ORD1030398,CUST111742,PROD10174,2024-06-27,3,Neutral,True
REV123367,ORD1030400,CUST101527,PROD10327,2024-06-27,3,Neutral,True
REV123368,ORD1030402,CUST111004,PROD10258,2023-07-01,1,Negative,True
REV123369,ORD1030403,CUST116974,PROD10155,2023-05-04,5,Positive,True
REV123370,ORD1030404,CUST102124,PROD10101,2023-06-24,5,Positive,True
REV123371,ORD1030405,CUST118084,PROD10339,2025-12-22,2,Negative,True
REV123372,ORD1030408,CUST113796,PROD10057,2025-12-18,5,Positive,True
REV123373,ORD1030409,CUST100075,PROD10111,2025-08-03,3,Neutral,True
