shipment_id,order_id,warehouse_city,delivery_city,shipping_method,dispatch_date,expected_delivery_date,actual_delivery_date,delivery_days,delivery_status,delayed_flag
SHIP1007355,ORD1008226,Bengaluru,Bengaluru,Next-Day,2024-06-09,2024-06-11,2024-06-11,2.0,Delivered,0
SHIP1007356,ORD1008227,Delhi-NCR (Gurugram),Lucknow,Standard,2025-10-23,2025-10-27,2025-10-26,3.0,Delivered,0
SHIP1007357,ORD1008228,Ahmedabad,Vadodara,Next-Day,2025-10-28,2025-10-30,2025-10-29,1.0,Delivered,0
SHIP1007358,ORD1008229,Kolkata,Howrah,Express,2025-12-09,2025-12-11,2025-12-12,3.0,Delivered,1
SHIP1007359,ORD1008230,Kolkata,Patna,Standard,2025-05-23,2025-05-27,2025-05-26,3.0,Delivered,0
SHIP1007360,ORD1008231,Hyderabad,Hyderabad,Express,2023-06-29,2023-07-01,2023-07-01,2.0,Delivered,0
SHIP1007361,ORD1008232,Mumbai,Pune,Next-Day,2025-02-21,2025-02-23,2025-02-22,1.0,Delivered,0
SHIP1007362,ORD1008233,Delhi-NCR (Gurugram),Gurugram,Standard,2025-06-01,2025-06-05,2025-06-07,6.0,Delivered,1
SHIP1007363,ORD1008234,Kolkata,Kolkata,Economy/Surface,2025-09-16,2025-09-24,2025-09-22,6.0,Delivered,0
SHIP1007364,ORD1008235,Kolkata,Kolkata,Economy/Surface,2023-06-27,2023-07-05,2023-07-02,5.0,Delivered,0
SHIP1007365,ORD1008237,Bengaluru,Bengaluru,Standard,2025-08-13,2025-08-17,2025-08-16,3.0,Delivered,0
SHIP1007366,ORD1008238,Bengaluru,Bengaluru,Express,2024-12-15,2024-12-17,2024-12-18,3.0,Delivered then Returned,1
SHIP1007367,ORD1008239,Chennai,Chennai,Same-Day,2025-06-22,2025-06-22,2025-06-23,1.0,Delivered,1
SHIP1007368,ORD1008240,Hyderabad,Warangal,Economy/Surface,2024-10-22,2024-10-30,2024-10-29,7.0,Delivered,0
SHIP1007369,ORD1008241,Ahmedabad,Vadodara,Express,2024-09-18,2024-09-20,2024-09-21,3.0,Delivered,1
SHIP1007370,ORD1008242,Mumbai,Mumbai,Economy/Surface,2025-12-18,2025-12-26,2025-12-24,6.0,Delivered,0
SHIP1007371,ORD1008243,Chennai,Chennai,Standard,2025-06-30,2025-07-04,2025-07-06,6.0,Delivered,1
SHIP1007372,ORD1008244,Delhi-NCR (Gurugram),Faridabad,Next-Day,2023-09-26,2023-09-28,2023-09-28,2.0,Delivered,0
SHIP1007373,ORD1008245,Ahmedabad,Jodhpur,Express,2025-02-20,2025-02-22,2025-02-21,1.0,Delivered,0
SHIP1007374,ORD1008246,Ahmedabad,Jodhpur,Standard,2025-01-07,2025-01-11,2025-01-11,4.0,Delivered,0
SHIP1007375,ORD1008247,Mumbai,Bhopal,Express,2025-01-15,2025-01-17,2025-01-18,3.0,Delivered,1
SHIP1007376,ORD1008248,Delhi-NCR (Gurugram),Amritsar,Standard,2025-12-03,2025-12-07,,,Cancelled in Transit,0
SHIP1007377,ORD1008249,Ahmedabad,Jodhpur,Next-Day,2023-07-19,2023-07-21,2023-07-20,1.0,Delivered,0
SHIP1007378,ORD1008251,Chennai,Chennai,Express,2024-10-03,2024-10-05,2024-10-06,3.0,Delivered,1
SHIP1007379,ORD1008252,Hyderabad,Visakhapatnam,Next-Day,2024-10-02,2024-10-04,2024-10-03,1.0,Delivered,0
SHIP1007380,ORD1008253,Ahmedabad,Jodhpur,Express,2024-04-28,2024-04-30,2024-04-30,2.0,Delivered,0
SHIP1007381,ORD1008254,Mumbai,Mumbai,Standard,2025-08-14,2025-08-18,2025-08-17,3.0,Delivered,0
SHIP1007382,ORD1008255,Delhi-NCR (Gurugram),Gurugram,Standard,2024-05-05,2024-05-09,2024-05-09,4.0,Delivered then Returned,0
SHIP1007383,ORD1008256,Delhi-NCR (Gurugram),Noida,Economy/Surface,2023-12-07,2023-12-15,2023-12-14,7.0,Delivered,0
SHIP1007384,ORD1008257,Hyderabad,Visakhapatnam,Standard,2025-12-20,2025-12-24,2025-12-24,4.0,Delivered,0
SHIP1007385,ORD1008258,Delhi-NCR (Gurugram),Lucknow,Standard,2025-05-18,2025-05-22,2025-05-24,6.0,Delivered,1
SHIP1007386,ORD1008259,Chennai,Kochi,Standard,2024-07-25,2024-07-29,2024-07-30,5.0,Delivered,1
SHIP1007387,ORD1008261,Hyderabad,Hyderabad,Economy/Surface,2023-04-23,2023-05-01,2023-05-01,8.0,Delivered,0
SHIP1007388,ORD1008262,Kolkata,Kolkata,Next-Day,2023-02-12,2023-02-14,2023-02-14,2.0,Delivered,0
SHIP1007389,ORD1008263,Delhi-NCR (Gurugram),Kanpur,Express,2023-01-27,2023-01-29,2023-01-29,2.0,Delivered,0
SHIP1007390,ORD1008265,Chennai,Coimbatore,Economy/Surface,2025-09-05,2025-09-13,2025-09-11,6.0,Delivered,0
SHIP1007391,ORD1008266,Ahmedabad,Vadodara,Economy/Surface,2025-10-01,2025-10-09,2025-10-09,8.0,Delivered,0
SHIP1007392,ORD1008267,Ahmedabad,Surat,Same-Day,2025-10-09,2025-10-09,2025-10-10,1.0,Delivered,1
SHIP1007393,ORD1008269,Bengaluru,Bengaluru,Express,2023-06-10,2023-06-12,2023-06-14,4.0,Delivered,1
SHIP1007394,ORD1008270,Delhi-NCR (Gurugram),Kanpur,Express,2023-03-31,2023-04-02,2023-04-01,1.0,Delivered,0
SHIP1007395,ORD1008271,Ahmedabad,Jaipur,Standard,2024-11-05,2024-11-09,2024-11-09,4.0,Delivered,0
SHIP1007396,ORD1008272,Hyderabad,Warangal,Standard,2024-01-06,2024-01-10,2024-01-11,5.0,Delivered,1
SHIP1007397,ORD1008273,Bengaluru,Mysuru,Standard,2024-02-14,2024-02-18,2024-02-18,4.0,Delivered,0
SHIP1007398,ORD1008274,Chennai,Thiruvananthapuram,Economy/Surface,2023-12-08,2023-12-16,2023-12-14,6.0,Delivered,0
SHIP1007399,ORD1008275,Ahmedabad,Vadodara,Standard,2023-02-26,2023-03-02,2023-03-03,5.0,Delivered,1
SHIP1007400,ORD1008278,Kolkata,Patna,Express,2024-12-27,2024-12-29,2024-12-31,4.0,Delivered,1
SHIP1007401,ORD1008279,Delhi-NCR (Gurugram),Faridabad,Economy/Surface,2025-06-03,2025-06-11,2025-06-09,6.0,Delivered,0
SHIP1007402,ORD1008280,Ahmedabad,Jodhpur,Economy/Surface,2024-02-24,2024-03-03,2024-02-29,5.0,Delivered,0
SHIP1007403,ORD1008282,Hyderabad,Warangal,Standard,2025-12-22,2025-12-26,2025-12-25,3.0,Delivered,0
SHIP1007404,ORD1008283,Delhi-NCR (Gurugram),Kanpur,Standard,2024-08-28,2024-09-01,2024-09-01,4.0,Delivered,0
SHIP1007405,ORD1008284,Chennai,Coimbatore,Standard,2023-03-18,2023-03-22,2023-03-21,3.0,Delivered,0
SHIP1007406,ORD1008285,Bengaluru,Mysuru,Next-Day,2025-01-10,2025-01-12,,,Cancelled in Transit,0
SHIP1007407,ORD1008286,Mumbai,Mumbai,Standard,2025-12-31,2025-12-31,2025-12-31,10.0,Delivered,0
SHIP1007408,ORD1008287,Kolkata,Patna,Next-Day,2024-07-20,2024-07-22,2024-07-21,1.0,Delivered,0
SHIP1007409,ORD1008288,Delhi-NCR (Gurugram),Amritsar,Same-Day,2025-09-23,2025-09-23,2025-09-23,0.0,Delivered,0
SHIP1007410,ORD1008289,Mumbai,Nagpur,Same-Day,2024-12-19,2024-12-19,2024-12-19,0.0,Delivered,0
SHIP1007411,ORD1008290,Bengaluru,Bengaluru,Standard,2025-03-17,2025-03-21,2025-03-22,5.0,Delivered,1
SHIP1007412,ORD1008291,Hyderabad,Visakhapatnam,Economy/Surface,2023-08-17,2023-08-25,2023-08-25,8.0,Delivered,0
SHIP1007413,ORD1008292,Ahmedabad,Vadodara,Standard,2025-09-04,2025-09-08,2025-09-10,6.0,Delivered,1
SHIP1007414,ORD1008294,Delhi-NCR (Gurugram),Noida,Same-Day,2023-10-12,2023-10-12,,,Cancelled in Transit,0
SHIP1007415,ORD1008295,Chennai,Thiruvananthapuram,Economy/Surface,2024-06-06,2024-06-14,2024-06-14,8.0,Delivered,0
SHIP1007416,ORD1008296,Delhi-NCR (Gurugram),Kanpur,Express,2024-12-25,2024-12-27,2024-12-26,1.0,Delivered then Returned,0
SHIP1007417,ORD1008297,Mumbai,Indore,Next-Day,2024-09-07,2024-09-09,2024-09-09,2.0,Delivered,0
SHIP1007418,ORD1008300,Mumbai,Pune,Standard,2024-10-29,2024-11-02,2024-11-02,4.0,Delivered,0
SHIP1007419,ORD1008301,Delhi-NCR (Gurugram),Kanpur,Standard,2023-12-04,2023-12-08,2023-12-08,4.0,Delivered,0
SHIP1007420,ORD1008302,Delhi-NCR (Gurugram),Kanpur,Express,2025-10-07,2025-10-09,2025-10-08,1.0,Delivered,0
SHIP1007421,ORD1008303,Bengaluru,Mysuru,Standard,2024-08-14,2024-08-18,2024-08-18,4.0,Delivered,0
SHIP1007422,ORD1008304,Ahmedabad,Jaipur,Economy/Surface,2025-10-27,2025-11-04,2025-11-01,5.0,Delivered,0
SHIP1007423,ORD1008305,Delhi-NCR (Gurugram),Faridabad,Standard,2025-10-05,2025-10-09,2025-10-13,8.0,Delivered,1
SHIP1007424,ORD1008306,Mumbai,Nagpur,Economy/Surface,2023-09-08,2023-09-16,2023-09-17,9.0,Delivered,1
SHIP1007425,ORD1008307,Delhi-NCR (Gurugram),New Delhi,Next-Day,2023-09-26,2023-09-28,2023-09-27,1.0,Delivered,0
SHIP1007426,ORD1008309,Kolkata,Howrah,Next-Day,2025-07-10,2025-07-12,2025-07-11,1.0,Delivered,0
SHIP1007427,ORD1008310,Chennai,Coimbatore,Next-Day,2025-01-26,2025-01-28,2025-01-28,2.0,Delivered,0
SHIP1007428,ORD1008311,Ahmedabad,Surat,Standard,2025-06-08,2025-06-12,,,Cancelled in Transit,0
SHIP1007429,ORD1008312,Chennai,Coimbatore,Economy/Surface,2024-03-15,2024-03-23,2024-03-25,10.0,Delivered,1
SHIP1007430,ORD1008313,Ahmedabad,Ahmedabad,Economy/Surface,2025-10-30,2025-11-07,2025-11-06,7.0,Delivered,0
SHIP1007431,ORD1008314,Mumbai,Pune,Express,2023-10-13,2023-10-15,2023-10-15,2.0,Delivered,0
SHIP1007432,ORD1008315,Kolkata,Howrah,Express,2024-10-13,2024-10-15,2024-10-16,3.0,Delivered,1
SHIP1007433,ORD1008316,Kolkata,Patna,Express,2023-06-11,2023-06-13,2023-06-14,3.0,Delivered,1
SHIP1007434,ORD1008318,Chennai,Coimbatore,Express,2023-05-14,2023-05-16,2023-05-18,4.0,Delivered,1
SHIP1007435,ORD1008319,Mumbai,Mumbai,Standard,2023-05-19,2023-05-23,2023-05-25,6.0,Delivered then Returned,1
SHIP1007436,ORD1008321,Delhi-NCR (Gurugram),Gurugram,Next-Day,2025-07-19,2025-07-21,2025-07-20,1.0,Delivered,0
SHIP1007437,ORD1008322,Mumbai,Nagpur,Standard,2023-07-12,2023-07-16,2023-07-15,3.0,Delivered,0
SHIP1007438,ORD1008323,Mumbai,Mumbai,Economy/Surface,2025-12-28,2025-12-31,2025-12-31,5.0,Delivered,0
SHIP1007439,ORD1008324,Hyderabad,Visakhapatnam,Standard,2024-11-07,2024-11-11,2024-11-13,6.0,Delivered,1
SHIP1007440,ORD1008326,Ahmedabad,Jaipur,Express,2025-10-17,2025-10-19,2025-10-19,2.0,Delivered,0
SHIP1007441,ORD1008327,Kolkata,Patna,Standard,2025-06-19,2025-06-23,2025-06-23,4.0,Delivered,0
SHIP1007442,ORD1008328,Chennai,Kochi,Next-Day,2023-04-10,2023-04-12,2023-04-11,1.0,Delivered,0
SHIP1007443,ORD1008330,Kolkata,Patna,Standard,2024-01-24,2024-01-28,2024-01-29,5.0,Delivered,1
SHIP1007444,ORD1008332,Hyderabad,Visakhapatnam,Standard,2024-08-18,2024-08-22,2024-08-24,6.0,Delivered then Returned,1
SHIP1007445,ORD1008333,Bengaluru,Bengaluru,Standard,2023-04-08,2023-04-12,2023-04-14,6.0,Delivered,1
SHIP1007446,ORD1008334,Delhi-NCR (Gurugram),Kanpur,Standard,2025-03-01,2025-03-05,2025-03-06,5.0,Delivered,1
SHIP1007447,ORD1008335,Bengaluru,Mysuru,Economy/Surface,2023-01-12,2023-01-20,2023-01-18,6.0,Delivered,0
SHIP1007448,ORD1008336,Mumbai,Nagpur,Express,2024-11-25,2024-11-27,2024-11-26,1.0,Delivered,0
SHIP1007449,ORD1008337,Delhi-NCR (Gurugram),Kanpur,Economy/Surface,2024-03-30,2024-04-07,2024-04-05,6.0,Delivered,0
SHIP1007450,ORD1008338,Delhi-NCR (Gurugram),New Delhi,Economy/Surface,2023-04-16,2023-04-24,2023-04-23,7.0,Delivered,0
SHIP1007451,ORD1008339,Bengaluru,Mysuru,Standard,2023-06-30,2023-07-04,2023-07-05,5.0,Delivered,1
SHIP1007452,ORD1008340,Hyderabad,Warangal,Economy/Surface,2024-01-15,2024-01-23,2024-01-25,10.0,Delivered,1
SHIP1007453,ORD1008341,Bengaluru,Mysuru,Standard,2025-01-27,2025-01-31,2025-01-30,3.0,Delivered,0
SHIP1007454,ORD1008342,Delhi-NCR (Gurugram),Lucknow,Express,2024-04-18,2024-04-20,2024-04-20,2.0,Delivered,0
SHIP1007455,ORD1008343,Mumbai,Pune,Next-Day,2025-02-23,2025-02-25,2025-02-25,2.0,Delivered,0
SHIP1007456,ORD1008344,Mumbai,Pune,Standard,2025-10-06,2025-10-10,2025-10-11,5.0,Delivered,1
SHIP1007457,ORD1008345,Delhi-NCR (Gurugram),Noida,Standard,2023-07-16,2023-07-20,2023-07-19,3.0,Delivered,0
SHIP1007458,ORD1008346,Delhi-NCR (Gurugram),Amritsar,Standard,2025-11-16,2025-11-20,2025-11-19,3.0,Delivered,0
SHIP1007459,ORD1008347,Bengaluru,Mysuru,Standard,2024-03-23,2024-03-27,2024-03-28,5.0,Delivered,1
SHIP1007460,ORD1008348,Ahmedabad,Surat,Economy/Surface,2023-04-13,2023-04-21,2023-04-21,8.0,Delivered,0
SHIP1007461,ORD1008349,Mumbai,Pune,Express,2023-09-05,2023-09-07,2023-09-06,1.0,Delivered then Returned,0
SHIP1007462,ORD1008351,Delhi-NCR (Gurugram),Amritsar,Standard,2025-01-28,2025-02-01,2025-01-31,3.0,Delivered,0
SHIP1007463,ORD1008352,Ahmedabad,Jaipur,Standard,2023-06-02,2023-06-06,2023-06-06,4.0,Delivered,0
SHIP1007464,ORD1008353,Hyderabad,Visakhapatnam,Standard,2025-09-19,2025-09-23,2025-09-24,5.0,Delivered,1
SHIP1007465,ORD1008355,Mumbai,Nagpur,Standard,2024-05-10,2024-05-14,2024-05-14,4.0,Delivered,0
SHIP1007466,ORD1008357,Delhi-NCR (Gurugram),Lucknow,Express,2025-11-05,2025-11-07,2025-11-07,2.0,Delivered,0
SHIP1007467,ORD1008359,Ahmedabad,Surat,Express,2023-05-13,2023-05-15,2023-05-14,1.0,Delivered,0
SHIP1007468,ORD1008361,Ahmedabad,Vadodara,Standard,2023-02-03,2023-02-07,2023-02-09,6.0,Delivered,1
SHIP1007469,ORD1008362,Mumbai,Pune,Same-Day,2023-08-15,2023-08-15,2023-08-15,0.0,Delivered,0
SHIP1007470,ORD1008363,Hyderabad,Vijayawada,Standard,2025-10-16,2025-10-20,2025-10-21,5.0,Delivered,1
SHIP1007471,ORD1008364,Bengaluru,Bengaluru,Express,2023-08-20,2023-08-22,2023-08-22,2.0,Delivered,0
SHIP1007472,ORD1008365,Chennai,Chennai,Standard,2024-12-31,2025-01-04,2025-01-03,3.0,Delivered,0
SHIP1007473,ORD1008366,Chennai,Chennai,Next-Day,2023-11-11,2023-11-13,2023-11-13,2.0,Delivered,0
SHIP1007474,ORD1008367,Chennai,Kochi,Next-Day,2025-02-09,2025-02-11,2025-02-11,2.0,Delivered,0
SHIP1007475,ORD1008368,Ahmedabad,Vadodara,Express,2025-03-07,2025-03-09,2025-03-09,2.0,Delivered,0
SHIP1007476,ORD1008369,Mumbai,Nagpur,Express,2025-09-13,2025-09-15,2025-09-16,3.0,Delivered,1
SHIP1007477,ORD1008370,Mumbai,Pune,Economy/Surface,2023-03-09,2023-03-17,,,Cancelled in Transit,0
SHIP1007478,ORD1008371,Chennai,Coimbatore,Next-Day,2023-07-30,2023-08-01,2023-08-02,3.0,Delivered,1
SHIP1007479,ORD1008373,Hyderabad,Warangal,Standard,2023-10-29,2023-11-02,2023-11-01,3.0,Delivered,0
SHIP1007480,ORD1008374,Delhi-NCR (Gurugram),Kanpur,Same-Day,2025-03-17,2025-03-17,2025-03-17,0.0,Delivered,0
SHIP1007481,ORD1008375,Hyderabad,Warangal,Standard,2025-03-09,2025-03-13,2025-03-14,5.0,Delivered,1
SHIP1007482,ORD1008376,Delhi-NCR (Gurugram),Gurugram,Standard,2024-01-06,2024-01-10,2024-01-09,3.0,Delivered,0
SHIP1007483,ORD1008377,Mumbai,Nagpur,Standard,2023-08-20,2023-08-24,2023-08-24,4.0,Delivered,0
SHIP1007484,ORD1008378,Chennai,Chennai,Standard,2025-06-17,2025-06-21,2025-06-21,4.0,Delivered,0
SHIP1007485,ORD1008379,Chennai,Coimbatore,Next-Day,2023-06-21,2023-06-23,2023-06-22,1.0,Delivered then Returned,0
SHIP1007486,ORD1008380,Mumbai,Indore,Next-Day,2023-04-24,2023-04-26,2023-04-25,1.0,Delivered,0
SHIP1007487,ORD1008382,Hyderabad,Warangal,Next-Day,2023-04-13,2023-04-15,2023-04-15,2.0,Delivered,0
SHIP1007488,ORD1008383,Hyderabad,Vijayawada,Next-Day,2024-11-03,2024-11-05,2024-11-06,3.0,Delivered,1
SHIP1007489,ORD1008384,Delhi-NCR (Gurugram),Lucknow,Standard,2024-01-23,2024-01-27,2024-01-26,3.0,Delivered,0
SHIP1007490,ORD1008385,Mumbai,Nagpur,Next-Day,2024-05-20,2024-05-22,2024-05-21,1.0,Delivered,0
SHIP1007491,ORD1008386,Delhi-NCR (Gurugram),Lucknow,Standard,2023-04-26,2023-04-30,2023-05-01,5.0,Delivered,1
SHIP1007492,ORD1008387,Delhi-NCR (Gurugram),Noida,Express,2024-11-04,2024-11-06,2024-11-10,6.0,Delivered,1
SHIP1007493,ORD1008388,Chennai,Chennai,Standard,2025-06-05,2025-06-09,2025-06-10,5.0,Delivered,1
SHIP1007494,ORD1008389,Ahmedabad,Surat,Standard,2024-09-04,2024-09-08,2024-09-10,6.0,Delivered,1
SHIP1007495,ORD1008390,Mumbai,Mumbai,Same-Day,2023-08-16,2023-08-16,2023-08-16,0.0,Delivered,0
SHIP1007496,ORD1008391,Chennai,Coimbatore,Standard,2023-10-01,2023-10-05,2023-10-06,5.0,Delivered,1
SHIP1007497,ORD1008392,Delhi-NCR (Gurugram),Lucknow,Economy/Surface,2024-11-03,2024-11-11,2024-11-10,7.0,Delivered,0
SHIP1007498,ORD1008393,Chennai,Thiruvananthapuram,Standard,2025-02-20,2025-02-24,2025-02-25,5.0,Delivered,1
SHIP1007499,ORD1008394,Delhi-NCR (Gurugram),Lucknow,Express,2024-10-08,2024-10-10,2024-10-11,3.0,Delivered,1
SHIP1007500,ORD1008395,Ahmedabad,Jaipur,Next-Day,2025-12-01,2025-12-03,2025-12-03,2.0,Delivered then Returned,0
SHIP1007501,ORD1008396,Chennai,Chennai,Express,2025-06-03,2025-06-05,2025-06-05,2.0,Delivered then Returned,0
SHIP1007502,ORD1008397,Mumbai,Indore,Economy/Surface,2025-02-17,2025-02-25,2025-02-24,7.0,Delivered,0
SHIP1007503,ORD1008398,Delhi-NCR (Gurugram),New Delhi,Standard,2023-09-07,2023-09-11,2023-09-13,6.0,Delivered,1
SHIP1007504,ORD1008399,Mumbai,Bhopal,Same-Day,2024-07-29,2024-07-29,2024-07-29,0.0,Delivered,0
SHIP1007505,ORD1008400,Delhi-NCR (Gurugram),New Delhi,Economy/Surface,2025-02-07,2025-02-15,2025-02-13,6.0,Delivered,0
SHIP1007506,ORD1008401,Kolkata,Kolkata,Express,2023-08-27,2023-08-29,2023-08-30,3.0,Delivered,1
SHIP1007507,ORD1008402,Delhi-NCR (Gurugram),New Delhi,Express,2025-10-26,2025-10-28,2025-10-28,2.0,Delivered,0
SHIP1007508,ORD1008403,Mumbai,Pune,Express,2023-05-07,2023-05-09,2023-05-08,1.0,Delivered,0
SHIP1007509,ORD1008404,Bengaluru,Mysuru,Economy/Surface,2025-07-16,2025-07-24,2025-07-23,7.0,Delivered,0
SHIP1007510,ORD1008405,Mumbai,Pune,Economy/Surface,2024-04-30,2024-05-08,2024-05-08,8.0,Delivered,0
SHIP1007511,ORD1008407,Hyderabad,Hyderabad,Standard,2025-10-13,2025-10-17,,,Cancelled in Transit,0
SHIP1007512,ORD1008408,Mumbai,Nagpur,Standard,2024-01-14,2024-01-18,2024-01-22,8.0,Delivered,1
SHIP1007513,ORD1008409,Bengaluru,Mysuru,Next-Day,2025-06-06,2025-06-08,,,Cancelled in Transit,0
SHIP1007514,ORD1008411,Mumbai,Nagpur,Express,2023-06-19,2023-06-21,2023-06-22,3.0,Delivered,1
SHIP1007515,ORD1008412,Chennai,Kochi,Standard,2025-09-04,2025-09-08,2025-09-07,3.0,Delivered,0
SHIP1007516,ORD1008413,Delhi-NCR (Gurugram),Faridabad,Standard,2023-04-30,2023-05-04,2023-05-05,5.0,Delivered,1
SHIP1007517,ORD1008414,Mumbai,Nagpur,Standard,2025-03-15,2025-03-19,2025-03-20,5.0,Delivered,1
SHIP1007518,ORD1008415,Mumbai,Nagpur,Economy/Surface,2025-10-01,2025-10-09,2025-10-07,6.0,Delivered,0
SHIP1007519,ORD1008416,Mumbai,Bhopal,Next-Day,2025-11-20,2025-11-22,2025-11-22,2.0,Delivered,0
SHIP1007520,ORD1008417,Delhi-NCR (Gurugram),New Delhi,Next-Day,2023-12-01,2023-12-03,2023-12-02,1.0,Delivered,0
SHIP1007521,ORD1008418,Delhi-NCR (Gurugram),Faridabad,Standard,2024-11-17,2024-11-21,2024-11-22,5.0,Delivered,1
SHIP1007522,ORD1008422,Delhi-NCR (Gurugram),Noida,Express,2023-11-15,2023-11-17,2023-11-18,3.0,Delivered,1
SHIP1007523,ORD1008423,Delhi-NCR (Gurugram),Kanpur,Economy/Surface,2025-05-24,2025-06-01,2025-06-05,12.0,Delivered,1
SHIP1007524,ORD1008424,Hyderabad,Vijayawada,Standard,2023-05-18,2023-05-22,2023-05-24,6.0,Delivered,1
SHIP1007525,ORD1008425,Delhi-NCR (Gurugram),Noida,Economy/Surface,2025-08-24,2025-09-01,2025-09-06,13.0,Delivered,1
SHIP1007526,ORD1008426,Delhi-NCR (Gurugram),Gurugram,Standard,2025-05-01,2025-05-05,2025-05-06,5.0,Delivered,1
SHIP1007527,ORD1008427,Delhi-NCR (Gurugram),Amritsar,Express,2025-05-13,2025-05-15,2025-05-15,2.0,Delivered,0
SHIP1007528,ORD1008428,Hyderabad,Visakhapatnam,Economy/Surface,2024-03-06,2024-03-14,2024-03-11,5.0,Delivered,0
SHIP1007529,ORD1008429,Mumbai,Pune,Economy/Surface,2025-06-04,2025-06-12,2025-06-09,5.0,Delivered,0
SHIP1007530,ORD1008431,Delhi-NCR (Gurugram),Ludhiana,Standard,2023-08-28,2023-09-01,2023-08-31,3.0,Delivered,0
SHIP1007531,ORD1008432,Delhi-NCR (Gurugram),Noida,Standard,2025-10-24,2025-10-28,2025-10-28,4.0,Delivered,0
SHIP1007532,ORD1008433,Delhi-NCR (Gurugram),Faridabad,Standard,2025-07-05,2025-07-09,2025-07-08,3.0,Delivered,0
SHIP1007533,ORD1008434,Kolkata,Howrah,Same-Day,2024-05-03,2024-05-03,2024-05-07,4.0,Delivered,1
SHIP1007534,ORD1008435,Hyderabad,Visakhapatnam,Standard,2025-10-02,2025-10-06,2025-10-06,4.0,Delivered,0
SHIP1007535,ORD1008436,Ahmedabad,Jodhpur,Standard,2025-12-23,2025-12-27,2025-12-29,6.0,Delivered then Returned,1
SHIP1007536,ORD1008437,Hyderabad,Warangal,Economy/Surface,2025-10-27,2025-11-04,2025-11-03,7.0,Delivered,0
SHIP1007537,ORD1008438,Mumbai,Mumbai,Next-Day,2024-07-15,2024-07-17,2024-07-16,1.0,Delivered,0
SHIP1007538,ORD1008439,Ahmedabad,Jodhpur,Standard,2024-07-28,2024-08-01,2024-08-03,6.0,Delivered then Returned,1
SHIP1007539,ORD1008440,Mumbai,Mumbai,Next-Day,2023-02-01,2023-02-03,2023-02-06,5.0,Delivered,1
SHIP1007540,ORD1008441,Mumbai,Mumbai,Next-Day,2025-09-27,2025-09-29,2025-09-30,3.0,Delivered,1
SHIP1007541,ORD1008442,Kolkata,Kolkata,Standard,2025-10-19,2025-10-23,2025-10-23,4.0,Delivered,0
SHIP1007542,ORD1008443,Chennai,Kochi,Standard,2024-09-05,2024-09-09,2024-09-09,4.0,Delivered,0
SHIP1007543,ORD1008444,Ahmedabad,Jaipur,Next-Day,2024-07-16,2024-07-18,2024-07-18,2.0,Delivered,0
SHIP1007544,ORD1008445,Mumbai,Nagpur,Express,2024-09-24,2024-09-26,2024-09-27,3.0,Delivered,1
SHIP1007545,ORD1008446,Ahmedabad,Jodhpur,Economy/Surface,2023-12-16,2023-12-24,2023-12-24,8.0,Delivered,0
SHIP1007546,ORD1008447,Chennai,Chennai,Next-Day,2023-10-11,2023-10-13,2023-10-16,5.0,Delivered,1
SHIP1007547,ORD1008448,Mumbai,Pune,Same-Day,2023-03-28,2023-03-28,2023-03-29,1.0,Delivered,1
SHIP1007548,ORD1008449,Ahmedabad,Ahmedabad,Standard,2025-09-08,2025-09-12,2025-09-12,4.0,Delivered then Returned,0
SHIP1007549,ORD1008450,Mumbai,Mumbai,Next-Day,2024-06-08,2024-06-10,2024-06-10,2.0,Delivered,0
SHIP1007550,ORD1008452,Mumbai,Nagpur,Same-Day,2023-03-29,2023-03-29,2023-03-29,0.0,Delivered,0
SHIP1007551,ORD1008453,Delhi-NCR (Gurugram),Kanpur,Standard,2023-05-01,2023-05-05,2023-05-05,4.0,Delivered then Returned,0
SHIP1007552,ORD1008456,Chennai,Thiruvananthapuram,Standard,2024-07-17,2024-07-21,2024-07-21,4.0,Delivered,0
SHIP1007553,ORD1008457,Chennai,Coimbatore,Standard,2023-01-27,2023-01-31,2023-02-02,6.0,Delivered,1
SHIP1007554,ORD1008458,Chennai,Chennai,Standard,2023-05-05,2023-05-09,2023-05-15,10.0,Delivered,1
SHIP1007555,ORD1008459,Ahmedabad,Surat,Express,2024-10-12,2024-10-14,2024-10-14,2.0,Delivered,0
SHIP1007556,ORD1008460,Bengaluru,Mysuru,Standard,2025-08-31,2025-09-04,2025-09-03,3.0,Delivered,0
SHIP1007557,ORD1008461,Delhi-NCR (Gurugram),Noida,Express,2025-01-29,2025-01-31,2025-01-30,1.0,Delivered,0
SHIP1007558,ORD1008462,Mumbai,Nagpur,Express,2023-03-14,2023-03-16,2023-03-17,3.0,Delivered,1
SHIP1007559,ORD1008463,Kolkata,Howrah,Standard,2024-03-09,2024-03-13,2024-03-12,3.0,Delivered,0
SHIP1007560,ORD1008464,Mumbai,Nagpur,Standard,2025-10-05,2025-10-09,2025-10-10,5.0,Delivered,1
SHIP1007561,ORD1008465,Delhi-NCR (Gurugram),Faridabad,Same-Day,2024-12-09,2024-12-09,2024-12-09,0.0,Delivered,0
SHIP1007562,ORD1008466,Mumbai,Pune,Same-Day,2024-11-25,2024-11-25,2024-11-30,5.0,Delivered,1
SHIP1007563,ORD1008467,Ahmedabad,Vadodara,Next-Day,2025-10-03,2025-10-05,2025-10-05,2.0,Delivered,0
